ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.235294	0.470588	0.354402	1804080
1	0.470588	0.825304	4201200
0.352941	0.470588	0.464259	2363310
0.459016	1	0.816438	4156070
0.442623	1	0.803377	4089580
0.159348	0.330296	0.207603	1056800
0.401059	0.330296	0.400242	2037430
0.0243212	1	0.114709	583924
0.130539	1	0.396328	2017500
0.0146502	1	0.0765225	389537
0.0127439	1	0.068342	347894
0.00217865	1	0.0155317	79063.9
0.402708	0.51044	0.530756	2701810
0.0291	0.401382	0.0636554	324037
0.228437	0.401382	0.31077	1581970
0.138076	0.401382	0.215743	1098240
0.321477	0.536707	0.475713	2421610
0.597952	0.536707	0.685672	3490410
1	0.42054	0.784818	3995110
0.579055	0.390646	0.562418	2862980
0.804587	1	0.979525	4986260
1	0.815071	0.981737	4997520
0.035283	0.816194	0.130957	666633
0.511178	0.823313	0.785095	3996520
0.0264834	0.492739	0.0696709	354659
0.0223541	0.492739	0.0606749	308865
0.385119	0.518508	0.521384	2654100
0.211746	0.809267	0.473636	2411040
0.0452667	0.626497	0.129398	658701
0.000126068	0.628565	0.000827521	4212.49
0.432353	0.627289	0.625102	3182080
0.046689	0.647065	0.135935	691977
0.0243667	0.65364	0.0818608	416712
0.00580834	0.655899	0.0250304	127417
0.018378	0.507993	0.0529709	269648
0.0586984	0.823877	0.194847	991868
0.0391718	0.817821	0.142267	724209
0.0020228	1	0.0145708	74172.3
0.000108663	1	0.00110046	5601.86
0.00305461	1	0.0207442	105598
0.0153077	0.796193	0.0659039	335483
0.0121626	0.798754	0.0547349	278628
0.106411	0.447641	0.192642	980643
0.00947299	0.793842	0.0442945	225481
0.0268653	0.614259	0.0842319	428782
0.00210998	1	0.0151097	76915.8
0.0331428	1	0.146058	743506
0.0143328	1	0.0751785	382696
0.0769312	1	0.274248	1396060
1	0.00301308	0.0205034	104372
0.374722	0.486908	0.492857	2508890
1	0.6	0.906495	4614510
1	1	1	5090490
1	1	1	5090490
0.725313	1	0.958249	4877960
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.40899	1	0.774654	3943370
0.407245	0.181162	0.266093	1354540
0.693548	0.467742	0.689604	3510420
0.127035	1	0.389145	1980940
1	0.869035	0.991023	5044790
0.30989	0.303902	0.316676	1612040
0.0328757	0.303902	0.0560103	285120
0.223736	0.304011	0.25085	1276950
0.0868159	0.284683	0.116169	591358
0.00715183	0.156956	0.00874691	44526.1
0.786517	0.47191	0.73903	3762030
0.684076	0.722379	0.842493	4288700
0.884615	0.461538	0.774022	3940150
0.561644	0.493151	0.632563	3220060
0.646341	1	0.928423	4726130
0.564103	1	0.887062	4515580
1	1	1	5090490
1	1	1	5090490
0.546667	1	0.876807	4463380
1	0.463415	0.819842	4173400
1	0.433333	0.795707	4050540
1	1	1	5090490
0.116279	0.465116	0.211857	1078450
1	1	1	5090490
0.800481	1	0.978622	4981670
0.0149254	1	0.077682	395439
1	1	1	5090490
1	0.415094	0.780066	3970920
0.746032	1	0.964609	4910340
0.802817	1	0.979138	4984300
0.746835	1	0.964844	4911530
1	0.491803	0.840824	4280210
1	0.444444	0.804858	4097120
0.833333	1	0.985268	5015500
0.758621	0.494253	0.742762	3781030
1	0.221858	0.555913	2829870
0.574411	0.155556	0.305154	1553390
1	1	1	5090490
0.763516	0.234144	0.486554	2476800
1	0.0573956	0.22142	1127140
0.625	1	0.918752	4676900
1	1	1	5090490
1	0.238462	0.580307	2954050
1	1	1	5090490
0.48	1	0.832305	4236840
0.776119	0.492537	0.749869	3817200
0.786885	0.459016	0.729012	3711030
1	0.454545	0.812935	4138240
1	1	1	5090490
0.653846	1	0.931654	4742580
0.676923	1	0.941057	4790440
0.333333	1	0.699537	3560990
1	1	1	5090490
0.610169	0.474576	0.648453	3300950
0.559322	0.474576	0.617512	3143440
0.765625	0.484375	0.738717	3760430
0.78125	0.484375	0.746148	3798260
0.677966	0.474576	0.686604	3495150
0.59322	0.474576	0.638372	3249630
0.728814	0.474576	0.713086	3629960
0.813559	0.474576	0.753532	3835850
0.883333	1	0.992913	5054420
0.8	1	0.978515	4981120
0.766667	1	0.970372	4939670
0.645161	1	0.927906	4723500
0.854839	1	0.988914	5034060
0.573529	1	0.892381	4542660
0.797101	1	0.977863	4977800
0.724638	1	0.958032	4876850
1	0.462687	0.819282	4170550
0.365385	0.480769	0.481179	2449440
0.403846	0.480769	0.512397	2608350
0.843137	0.490196	0.778487	3962880
0.84	0.48	0.769436	3916810
0.865385	0.480769	0.780905	3975190
0.5	0.48	0.582508	2965250
0.862745	0.490196	0.786868	4005550
0.480769	1	0.832869	4239710
0.302326	1	0.663983	3380000
0.325581	1	0.69093	3517170
0.348837	1	0.716215	3645890
0.627907	1	0.920112	4683820
1	0.497585	0.844893	4300920
0.652174	1	0.930942	4738950
0.695652	1	0.948108	4826340
0.571429	1	0.891209	4536690
0.75	1	0.965762	4916200
0.75	1	0.965762	4916200
0.708475	0.49209	0.716001	3644790
0.775453	0.238136	0.4966	2527940
0.745763	1	0.964531	4909930
0.708861	0.493671	0.717379	3651810
1	0.473684	0.827628	4213030
0.662338	0.493506	0.692371	3524510
1	0.442105	0.802955	4087430
0.389831	0.491525	0.508209	2587030
0.830508	1	0.984748	5012850
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.493976	0.842362	4288030
0.44771	1	0.807494	4110540
1	0.471429	0.825937	4204430
0.597242	1	0.90508	4607300
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.179221	0.487326	2480730
1	0.42623	0.789708	4020000
1	0.486842	0.837279	4262160
1	0.428571	0.791699	4030140
0.838235	0.470588	0.761405	3875920
1	0.344262	0.711367	3621210
1	0.275862	0.631132	3212770
1	1	1	5090490
0.749232	6.41983e-09	9.69327e-08	0.493435
0.218634	1	0.551035	2805040
1	0.0581633	0.223609	1138280
1	0.613187	0.913088	4648060
0.936842	0.484211	0.812212	4134560
1	0.455696	0.813841	4142850
0.838798	1	0.986246	5020480
1	1	1	5090490
0.843137	1	0.986998	5024300
1	0.283607	0.640998	3263000
0.671233	0.452055	0.665307	3386740
1	1	1	5090490
1	1	1	5090490
0.809524	1	0.980584	4991650
0.646154	0.446154	0.646854	3292810
1	0.47541	0.828914	4219580
0.857143	0.404762	0.714211	3635680
0.681818	0.409091	0.635061	3232770
0.542169	1	0.874072	4449460
0.833903	1	0.985372	5016030
0.625	1	0.918752	4676900
0.629808	1	0.920993	4688310
0.762019	1	0.969123	4933310
1	1	1	5090490
0.493671	1	0.842146	4286940
1	1	1	5090490
1	0.488889	0.838748	4269640
0.727273	1	0.958875	4881150
0.59322	0.474576	0.638372	3249630
0.677419	0.483871	0.693394	3529720
1	1	1	5090490
0.816901	1	0.982109	4999420
0.681319	1	0.942758	4799100
1	0.410714	0.776191	3951200
1	0.479452	0.831903	4234790
1	1	1	5090490
1	0.483871	0.835131	4251230
0.735294	1	0.961386	4893930
1	1	1	5090490
0.606557	1	0.909809	4631380
1	1	1	5090490
0.449795	1	0.809165	4119050
0.605494	0.498539	0.663428	3377170
0.610169	1	0.911605	4640510
0.684211	1	0.943861	4804720
0.794521	1	0.977273	4974800
0.709677	1	0.953058	4851530
0.868421	1	0.990937	5044350
1	0.460526	0.817612	4162040
0.877193	1	0.99213	5050430
0.661017	1	0.934662	4757890
0.7	0.457143	0.684619	3485050
1	1	1	5090490
1	0.444444	0.804858	4097120
1	0.441176	0.802196	4083570
0.726415	0.235849	0.473574	2410720
1	0.453125	0.811813	4132530
1	1	1	5090490
0.78125	0.484375	0.746148	3798260
1	0.4875	0.837752	4264570
1	1	1	5090490
1	0.458333	0.815906	4153360
0.848837	0.488372	0.779585	3968470
0.56338	1	0.886648	4513470
0.850746	1	0.988262	5030740
1	1	1	5090490
0.821429	0.492481	0.770649	3922980
0.538194	0.49256	0.61705	3141090
0.743552	0.49256	0.734119	3737030
0.665179	0.49256	0.693234	3528900
0.709149	0.510841	0.730098	3716560
1	0.4375	0.799172	4068180
1	0.492256	0.841146	4281840
1	0.00569429	0.035124	178799
1	1	1	5090490
0.651515	0.439394	0.644344	3280030
0.849315	1	0.988029	5029560
0.714955	1	0.954848	4860640
0.71875	1	0.956111	4867080
0.542373	0.474576	0.60672	3088500
0.5	1	0.846574	4309480
1	0.499379	0.846143	4307280
0.794118	0.485294	0.75285	3832380
0.428312	1	0.791479	4029020
0.904762	1	0.995314	5066630
1	1	1	5090490
1	1	1	5090490
0.716418	1	0.955337	4863140
0.257143	1	0.606375	3086740
1	1	1	5090490
0.818182	0.467532	0.750118	3818470
1	0.46988	0.82477	4198480
1	0.51052	0.853756	4346040
1	1	1	5090490
1	1	1	5090490
0.589744	1	0.901168	4587390
0.241285	1	0.584338	2974570
0.494128	1	0.842469	4288580
0.829268	1	0.984517	5011670
0.2502	1	0.596851	3038270
1	1	1	5090490
1	0.479452	0.831903	4234790
0.72	1	0.956523	4869170
0.640625	1	0.925902	4713300
0.661017	0.457627	0.664191	3381060
1	0.00791971	0.0462384	235376
0.789474	1	0.976096	4968810
0.385311	0.205478	0.279965	1425160
0.57492	1	0.893152	4546580
0.506849	0.479452	0.586785	2987020
1	0.445946	0.806073	4103310
1	0.493671	0.842146	4286940
0.536077	1	0.870309	4430300
1	0.492958	0.841642	4284370
1	1	1	5090490
0.62766	0.468085	0.65366	3327450
1	0.434211	0.79644	4054270
1	1	1	5090490
1	1	1	5090490
0.846154	0.435897	0.736714	3750240
0.65625	1	0.932671	4747760
0.313521	0.653507	0.529695	2696410
1	0.45283	0.81158	4131340
1	0.465116	0.821148	4180050
1	0.492537	0.841345	4282860
0.813559	0.440678	0.726277	3697110
0.332192	1	0.698281	3554590
0.662791	1	0.935394	4761610
1	0.162615	0.457985	2331370
0.688462	1	0.945461	4812860
0.720588	1	0.956716	4870150
1	1	1	5090490
1	1	1	5090490
0.471698	1	0.82614	4205460
1	1	1	5090490
0.851064	0.489362	0.78128	3977100
1	1	1	5090490
0.861111	1	0.989875	5038950
0.946667	0.466667	0.802687	4086070
0.789474	1	0.976096	4968810
0.594203	0.449275	0.619523	3153680
1	1	1	5090490
1	0.455556	0.81373	4142290
1	1	1	5090490
0.839286	1	0.986332	5020910
1	1	1	5090490
1	0.181488	0.49121	2500500
1	0.163934	0.460375	2343540
1	0.474359	0.828132	4215600
1	0.47541	0.828914	4219580
1	0.485294	0.836162	4256470
0.647727	1	0.929026	4729200
1	0.44	0.801231	4078660
1	0.458824	0.816288	4155310
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.581622	1	0.896823	4565270
0.705882	0.495798	0.717412	3651980
1	1	1	5090490
0.604938	0.481481	0.650549	3311610
0.6375	0.45	0.645098	3283870
0.573529	1	0.892381	4542660
0.676471	0.441176	0.659313	3356230
1	0.171373	0.47366	2411160
0.613333	0.493333	0.664284	3381530
0.777778	0.486111	0.745826	3796620
1	1	1	5090490
0.846154	0.430769	0.732361	3728080
1	0.44	0.801231	4078660
0.673469	1	0.9397	4783540
1	0.366667	0.734544	3739190
1	0.464286	0.820511	4176810
0.58427	0.483146	0.639333	3254520
0.880597	1	0.992569	5052670
1	0.487805	0.837971	4265680
0.875	0.395833	0.713591	3632530
0.76	0.48	0.732667	3729630
0.74	0.48	0.722858	3679700
1	0.0515837	0.204506	1041040
0.818182	1	0.982367	5000730
0.254049	1	0.602155	3065260
0.675676	1	0.940569	4787960
1	0.416667	0.781445	3977940
1	1	1	5090490
0.64	0.493333	0.679729	3460150
0.192308	1	0.509357	2592880
0.0314465	1	0.140235	713864
0.652174	0.434783	0.640932	3262660
0.361446	1	0.729269	3712340
1	1	1	5090490
0.621622	0.472973	0.65392	3328770
0.853333	0.466667	0.764883	3893630
0.567288	1	0.888877	4524820
1	1	1	5090490
1	0.433333	0.795707	4050540
0.784615	1	0.974933	4962890
0.724638	1	0.958032	4876850
0.780822	1	0.974004	4958160
1	1	1	5090490
1	1	1	5090490
0.632353	0.470588	0.658266	3350900
0.621622	0.472973	0.65392	3328770
1	0.47541	0.828914	4219580
0.619048	0.488095	0.663778	3378950
0.700633	1	0.949898	4835450
0.769231	1	0.971049	4943120
0.694444	1	0.947669	4824100
1	0.439394	0.800733	4076130
0.813559	0.440678	0.726277	3697110
1	0.442623	0.803377	4089580
1	1	1	5090490
1	0.424242	0.788009	4011350
0.552973	1	0.88058	4482580
0.651163	0.430233	0.636623	3240720
0.845238	1	0.987354	5026120
0.959459	1	0.999167	5086250
0.575342	0.479452	0.631116	3212690
1	1	1	5090490
1	0.469697	0.824632	4197780
0.742424	1	0.963544	4904910
0.875	1	0.99184	5048950
0.448033	1	0.807754	4111860
0.653846	0.435897	0.642763	3271980
1	0.494564	0.842776	4290140
1	1	1	5090490
1	0.491228	0.840416	4278130
0.57377	1	0.892515	4543340
1	0.428571	0.791699	4030140
1	1	1	5090490
0.821429	1	0.983012	5004010
1	0.475	0.828609	4218030
1	0.0231304	0.110253	561244
0.612589	1	0.912795	4646570
1	0.471429	0.825937	4204430
0.857143	0.47619	0.773913	3939600
0.546512	0.465116	0.602349	3066250
0.7	0.45	0.678883	3455850
0.714286	1	0.954623	4859500
1	0.465517	0.821455	4181610
0.602941	1	0.907991	4622120
0.7	1	0.949672	4834300
1	0.441176	0.802196	4083570
1	1	1	5090490
0.737705	0.442623	0.691988	3522560
0.85	1	0.988141	5030120
0.774194	1	0.972336	4949670
0.666667	0.432099	0.646583	3291420
0.833333	1	0.985268	5015500
0.00326689	1	0.0219663	111819
0.0173208	1	0.0875711	445780
0.0598459	0.822089	0.197379	1004760
0.197573	1	0.517966	2636700
1	0.49899	0.845872	4305910
0.737425	1	0.962038	4897250
0.760966	1	0.968836	4931850
0.739541	0.599917	0.804223	4093890
0.325151	1	0.690447	3514710
0.710868	1	0.953465	4853600
0.732394	0.478873	0.718197	3655980
1	0.492754	0.841498	4283640
1	0.487805	0.837971	4265680
0.858974	0.474359	0.773285	3936400
1	1	1	5090490
0.955224	1	0.998982	5085310
1	0.416667	0.781445	3977940
0.5	1	0.846574	4309480
0.5	1	0.846574	4309480
0.885057	1	0.993125	5055500
0.504168	0.601118	0.664866	3384490
0.824324	0.432432	0.724165	3686360
1	1	1	5090490
1	0.231235	0.569838	2900750
1	1	1	5090490
1	0.439394	0.800733	4076130
1	1	1	5090490
0.507937	1	0.852012	4337160
0.612475	1	0.912739	4646290
0.823529	0.455882	0.743235	3783430
0.482143	0.464286	0.558907	2845110
0.790123	0.45679	0.728734	3709610
0.573333	1	0.892272	4542100
1	0.212121	0.541036	2754140
0.786885	1	0.97548	4965670
0.693333	1	0.947263	4822030
1	0.409639	0.775233	3946320
1	0.485714	0.836465	4258020
1	0.484536	0.835613	4253680
0.639344	1	0.925331	4710390
0.644068	1	0.927426	4721050
0.794038	1	0.977162	4974240
0.564356	1	0.887207	4516320
0.565217	1	0.887699	4518830
0.389498	1	0.756755	3852250
0.4375	0.425	0.498748	2538870
1	1	1	5090490
0.457143	0.385714	0.482327	2455280
1	1	1	5090490
1	0.744146	0.964055	4907510
0.448294	0.745643	0.700562	3566200
1	0.195192	0.514092	2616980
0.671642	1	0.938975	4779850
1	1	1	5090490
0.930233	0.465116	0.795149	4047700
1	1	1	5090490
1	0.481928	0.833716	4244020
1	0.493976	0.842362	4288030
0.373978	0.659407	0.591842	3012770
0.761905	1	0.969092	4933160
0.722222	0.472222	0.707926	3603690
1	1	1	5090490
1	0.481481	0.83339	4242370
1	0.447368	0.807219	4109140
1	1	1	5090490
0.846154	1	0.987507	5026900
0.714286	0.480519	0.710263	3615590
0.711864	0.474576	0.704452	3586000
1	1	1	5090490
1	1	1	5090490
1	0.496503	0.844138	4297080
0.895522	1	0.994342	5061690
0.666667	1	0.936977	4769670
0.602273	1	0.907652	4620390
1	0.469697	0.824632	4197780
0.713078	0.492958	0.719028	3660200
0.71875	1	0.956111	4867080
1	1	1	5090490
0.462626	1	0.819235	4170310
0.462626	1	0.819235	4170310
1	1	1	5090490
1	0.0148451	0.0773443	393720
0.596154	0.480769	0.64477	3282200
0.539683	1	0.872545	4441680
0.796875	1	0.977811	4977540
1	0.409836	0.775409	3947210
0.25	1	0.596574	3036850
1	1	1	5090490
1	1	1	5090490
0.684416	1	0.943939	4805110
0.0512821	1	0.203611	1036480
0.0641026	1	0.24021	1222790
0.0752688	1	0.269966	1374260
0.8125	1	0.981207	4994830
0.8125	1	0.981207	4994830
0.875	1	0.99184	5048950
0.825	1	0.983707	5007550
0.726735	0.235918	0.473796	2411850
1	1	1	5090490
1	0.483871	0.835131	4251230
1	1	1	5090490
0.870968	0.483871	0.785594	3999060
1	1	1	5090490
1	1	1	5090490
0.440678	1	0.801788	4081490
0.875	0.453125	0.763279	3885470
1	0.485294	0.836162	4256470
0.83879	1	0.986245	5020470
1	0.466667	0.822332	4186070
1	1	1	5090490
1	0.494253	0.842557	4289030
0.795088	0.494737	0.760376	3870690
1	0.455696	0.813841	4142850
0.863014	0.465753	0.7683	3911020
0.30303	1	0.664825	3384290
0.627907	0.476744	0.66041	3361810
1	0.481013	0.833047	4240620
0.797101	1	0.977863	4977800
1	0.466667	0.822332	4186070
1	1	1	5090490
1	1	1	5090490
0.5	1	0.846574	4309480
1	1	1	5090490
1	0.464286	0.820511	4176810
1	1	1	5090490
1	1	1	5090490
0.902439	1	0.995078	5065440
0.83871	0.483871	0.771814	3928910
0.46875	1	0.823915	4194130
1	1	1	5090490
0.828125	1	0.984302	5010580
1	0.0286478	0.130424	663923
0.842105	0.473684	0.765499	3896770
1	1	1	5090490
1	0.42623	0.789708	4020000
1	1	1	5090490
0.555556	0.492063	0.62791	3196370
1	1	1	5090490
0.489362	1	0.839086	4271360
1	1	1	5090490
1	1	1	5090490
0.7	0.42	0.653908	3328710
1	1	1	5090490
1	1	1	5090490
1	0.117812	0.369773	1882330
0.862069	1	0.990017	5039670
0.877193	1	0.99213	5050430
0.28725	1	0.645567	3286250
0.515625	1	0.857162	4363380
0.716539	0.225064	0.45553	2318870
1	0.448276	0.807948	4112850
0.671429	1	0.938891	4779410
1	0.376812	0.744583	3790300
0.716418	1	0.955337	4863140
1	0.455556	0.81373	4142290
0.6	1	0.906495	4614510
0.757576	0.484848	0.735188	3742470
0.736842	0.473684	0.716419	3646920
0.578947	0.421053	0.587855	2992470
1	0.453333	0.811978	4133370
0.471429	1	0.825937	4204430
1	0.466667	0.822332	4186070
1	1	1	5090490
0.732394	1	0.960488	4889360
0.4	0.475	0.505539	2573440
0.246296	1	0.591412	3010580
0.666667	0.466667	0.674366	3432850
0.766234	0.441558	0.704997	3588780
0.791292	0.0807997	0.239752	1220460
1	0.214414	0.544579	2772180
1	1	1	5090490
0.555556	1	0.882104	4490340
0.552239	1	0.880144	4480370
0.648936	0.457447	0.657387	3346420
0.39726	0.479452	0.506314	2577390
0.68998	1	0.946027	4815740
0.410448	1	0.775954	3949990
0.354179	1	0.7218	3674320
0.796296	1	0.97768	4976870
0.620541	1	0.91664	4666150
1	1	1	5090490
1	0.108527	0.349539	1779330
1	0.477612	0.830546	4227890
1	0.457627	0.815355	4150550
1	1	1	5090490
0.822581	1	0.983238	5005160
0.551724	1	0.879838	4478810
1	1	1	5090490
1	0.426667	0.790081	4021900
1	0.47619	0.829494	4222530
1	0.000272409	0.0025084	12769
1	1	1	5090490
1	0.43038	0.793227	4037920
1	0.493151	0.841779	4285070
0.68	1	0.94225	4796520
1	0.492958	0.841642	4284370
0.5	1	0.846574	4309480
0.841463	1	0.986711	5022840
1	1	1	5090490
0.843373	1	0.987038	5024510
0.813333	1	0.98138	4995700
0.628326	1	0.920306	4684810
0.818182	0.490909	0.768027	3909640
1	1	1	5090490
1	0.493671	0.842146	4286940
0.12987	1	0.394964	2010560
1	0.480519	0.832686	4238780
1	1	1	5090490
0.724138	0.448276	0.689843	3511640
1	1	1	5090490
0.130435	0.478261	0.235459	1198600
1	0.220289	0.553545	2817820
0.723404	1	0.957633	4874820
0.678609	0.0966155	0.244209	1243140
0.731821	0.042521	0.139096	708065
0.666843	0.185616	0.382381	1946500
1	1	1	5090490
0.857143	1	0.989272	5035880
0.852459	1	0.988537	5032140
0.854839	0.403226	0.711826	3623540
0.694444	0.458333	0.682663	3475090
0.85	1	0.988141	5030120
1	0.218855	0.551372	2806750
0.666667	1	0.936977	4769670
1	1	1	5090490
1	0.476923	0.830037	4225300
0.837209	1	0.985966	5019050
1	0.472222	0.826533	4207460
1	1	1	5090490
1	1	1	5090490
1	0.492754	0.841498	4283640
0.64986	0.241176	0.447189	2276410
1	1	1	5090490
1	0.493151	0.841779	4285070
0.763889	1	0.969629	4935890
1	0.41791	0.782532	3983470
1	0.479452	0.831903	4234790
0.138462	1	0.412223	2098420
0.596491	1	0.904693	4605330
1	1	1	5090490
0.828952	1	0.984458	5011370
0.833333	0.462963	0.753252	3834420
0.836364	0.490909	0.776071	3950580
0.894737	1	0.994255	5061240
0.0212766	1	0.103195	525311
0.666667	0.492063	0.693682	3531180
1	0.442857	0.803568	4090550
0.523077	1	0.862045	4388230
1	1	1	5090490
1	0.607692	0.910376	4634260
0.354839	0.451613	0.453671	2309410
0.695652	0.449275	0.67603	3441330
0.59322	1	0.902994	4596680
0.442623	1	0.803377	4089580
0.863636	1	0.990248	5040850
0.720783	1	0.95678	4870480
1	1	1	5090490
1	1	1	5090490
0.566327	1	0.888331	4522040
0.784615	0.492308	0.753699	3836700
0.616249	1	0.914578	4655650
0.777778	1	0.973245	4954290
0.415584	0.467532	0.51263	2609540
0.506494	0.467532	0.577923	2941910
0.675676	0.445946	0.662772	3373830
0.677966	0.457627	0.673366	3427760
0.446429	1	0.806462	4105290
1	0.4375	0.799172	4068180
1	1	1	5090490
0.750042	0.66365	0.84502	4301560
0.288134	0.788391	0.563837	2870210
0.0367097	0.333126	0.0660847	336403
0.286946	0.312414	0.305862	1556990
0.638031	0.314234	0.522678	2660690
1	0.217922	0.549951	2799520
0.0552472	1	0.21524	1095680
1	0.495311	0.843301	4292820
1	1	1	5090490
1	0.492063	0.841009	4281150
0.866667	0.466667	0.770564	3922550
1	0.231782	0.570638	2904830
0.823529	0.485294	0.766199	3900330
1	0.481481	0.83339	4242370
0.685185	1	0.94423	4806600
0.698113	0.490566	0.709452	3611460
0.867925	0.471698	0.775018	3945220
0.830189	1	0.984689	5012550
0.698113	1	0.948997	4830860
0.884615	0.461538	0.774022	3940150
0.745455	0.472727	0.719946	3664880
1	1	1	5090490
1	0.338948	0.705659	3592150
0.464562	0.506214	0.575562	2929890
0.65	0.466667	0.665187	3386130
