ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
1	1	1	5090490
0.263975	1	0.615564	3133520
1	0.466667	0.822332	4186070
1	1	1	5090490
1	1	1	5090490
1	0.506617	0.851116	4332600
1	1	1	5090490
0.0326087	0.478261	0.0804847	409707
1	0.459854	0.81709	4159390
0.127138	1	0.389358	1982020
1	1	1	5090490
1	3.39478e-09	6.95965e-08	0.35428
1	1	1	5090490
0.0357143	0.464286	0.0845574	430439
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0413223	0.487603	0.0988224	503055
0.0630631	0.432432	0.125498	638844
1	1	1	5090490
1	0.212011	0.540865	2753270
1	1	1	5090490
1	0.47191	0.826299	4206270
1	0.483871	0.835131	4251230
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0740741	1	0.266866	1358480
1	0.494505	0.842735	4289930
1	0.457831	0.815514	4151370
1	1	1	5090490
1	0.494845	0.842974	4291150
1	1	1	5090490
1	1	1	5090490
1	0.471264	0.825814	4203800
1	0.485437	0.836265	4257000
1	0.486957	0.837361	4262580
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.562152	0.885942	4509880
0.398795	0.335138	0.402628	2049570
0.0895359	0.25736	0.109924	559568
0.445659	0.25736	0.363065	1848180
1	0.333839	0.700093	3563820
1	0.878403	0.992288	5051230
0.627302	0.882738	0.881036	4484900
0.343483	1	0.710536	3616970
0.049023	1	0.19685	1002060
1	1	1	5090490
0.325607	1	0.690959	3517320
0.45019	1	0.80948	4120650
1	0.771667	0.971685	4946350
0.0574211	0.876313	0.200741	1021870
1	0.643735	0.92728	4720310
0.593265	0.538694	0.684149	3482660
0.290354	0.74714	0.548446	2791860
0.568488	0.73832	0.784113	3991520
0.148749	0.60519	0.306767	1561600
1	0.60519	0.909124	4627890
0.0346478	0.46536	0.0826737	420850
0.548252	0.635584	0.715818	3643870
1	0.637946	0.924704	4707200
1	0.810353	0.980758	4992540
1	0.630674	0.921393	4690340
0.0180529	0.63002	0.0622876	317074
0.147901	0.542686	0.282724	1439200
0.106464	0.687111	0.264461	1346240
1	0.687111	0.944956	4810290
0.0304847	0.842203	0.1197	609334
1	0.842203	0.986838	5023490
1	0.849173	0.988006	5029440
1	0.568895	0.889786	4529450
1	0.466895	0.822506	4186960
1	0.36337	0.731222	3722280
1	0.561808	0.885743	4508870
1	0.561808	0.885743	4508870
0.00877193	0.447368	0.0256671	130658
0.0773134	0.662437	0.203413	1035470
0.628249	0.522224	0.693732	3531440
0.317533	0.519352	0.462138	2352510
1	0.519352	0.859617	4375870
0.189259	0.66575	0.387004	1970040
1	0.664532	0.936108	4765250
1	0.664532	0.936108	4765250
0.458375	0.67644	0.673141	3426620
0.324182	0.677741	0.552671	2813370
1	0.848547	0.987904	5028920
0.0197125	0.718025	0.0744185	378827
0.225924	0.477205	0.347949	1771230
0.0176406	0.588468	0.0577988	294224
0.241578	0.588468	0.419488	2135400
0.516636	0.722564	0.741142	3772780
0.439719	0.721453	0.681458	3468960
0.194611	0.593134	0.364654	1856270
1	0.488722	0.838628	4269030
0.19533	0.864771	0.469308	2389010
0.109667	0.459127	0.200837	1022360
0.00435161	0.576679	0.0175355	89264.1
1	0.458744	0.816226	4154990
0.120319	0.46207	0.216248	1100810
1	0.188052	0.502294	2556920
0.109642	0.188052	0.10065	512359
1	1	1	5090490
0.112856	0.184611	0.101488	516621
0.00742501	0.184611	0.0104072	52977.8
1	0.18281	0.49346	2511950
1	0.160804	0.454685	2314570
1	0.284818	0.642522	3270750
0.024623	0.284818	0.0417978	212771
0.44276	0.0504791	0.107301	546216
0.56678	0.0545852	0.138471	704884
1	0.052583	0.207459	1056070
1	0.0535922	0.210422	1071150
0.00449927	0.0505157	0.00213404	10863.3
1	0.0498615	0.199372	1014900
0.523969	0.0793001	0.173717	884305
0.25703	0.0500599	0.0688776	350621
0.158538	0.0500599	0.046319	235787
0.466513	0.0500599	0.111093	565518
0.341544	0.0500599	0.0866647	441166
0.447702	0.0803721	0.155615	792157
0.0513784	0.0808146	0.026923	137051
0.279792	0.0794	0.106789	543608
1	1	1	5090490
1	0.483333	0.83474	4249240
1	0.493151	0.841779	4285070
1	1	1	5090490
1	0.447917	0.80766	4111390
1	1	1	5090490
1	0.485437	0.836265	4257000
1	1	1	5090490
0.182234	1	0.492482	2506970
0.480461	1	0.832643	4238560
1	1	1	5090490
1	1	1	5090490
1	0.490909	0.840189	4276980
1	1	1	5090490
1	1	1	5090490
1	0.46875	0.823915	4194130
1	0.421053	0.785262	3997370
1	1	1	5090490
1	1	1	5090490
0.158163	0.489796	0.275622	1403050
0.158163	1	0.449836	2289890
1	1	1	5090490
1	1	1	5090490
0.324286	1	0.689474	3509760
0.119898	0.489796	0.225205	1146410
0.27602	1	0.631336	3213810
0.06	1	0.228805	1164730
0.02	1	0.0982405	500092
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.459016	0.816438	4156070
1	1	1	5090490
1	0.242424	0.585955	2982800
0.032967	1	0.145459	740456
1	1	1	5090490
1	1	1	5090490
0.07	1	0.256148	1303920
1	0.457143	0.814976	4148630
1	1	1	5090490
1	1	1	5090490
1	0.402299	0.768616	3912630
0.0232558	1	0.110726	563648
1	1	1	5090490
0.0925926	1	0.312921	1592920
1	0.463918	0.820229	4175370
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.483871	0.835131	4251230
1	0.424658	0.788365	4013160
1	0.472222	0.826533	4207460
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.495238	0.84325	4292560
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.494253	0.842557	4289030
1	1	1	5090490
1	0.458824	0.816288	4155310
1	1	1	5090490
1	0.499599	0.846296	4308060
1	1	1	5090490
0.0979798	1	0.325586	1657390
0.136975	0.494118	0.249944	1272340
1	1	1	5090490
1	1	1	5090490
1	0.237576	0.579036	2947580
1	0.456311	0.814324	4145310
0.0405405	0.486486	0.0971526	494555
0.08	0.493333	0.167035	850289
1	0.024426	0.115098	585905
1	0.000133155	0.00132143	6726.73
0.184615	0.476923	0.301992	1537290
1	0.485294	0.836162	4256470
1	0.483871	0.835131	4251230
1	1	1	5090490
0.110149	1	0.35313	1797610
1	0.4125	0.777777	3959260
1	1	1	5090490
0.0655738	0.459016	0.135545	689992
1	1	1	5090490
0.0423244	1	0.176171	896796
0.172043	1	0.474841	2417170
1	1	1	5090490
1	0.239969	0.582463	2965020
1	0.495327	0.843313	4292880
0.09375	1	0.315668	1606900
1	1	1	5090490
1	0.489362	0.839086	4271360
0.06	1	0.228805	1164730
1	0.45977	0.817025	4159060
1	1	1	5090490
1	0.127273	0.389636	1983440
1	0.462963	0.819495	4171630
1	1	1	5090490
1	1	1	5090490
1	0.0786676	0.278682	1418630
1	1	1	5090490
1	0.445545	0.805749	4101660
0.084619	1	0.293594	1494540
1	1	1	5090490
1	0.402597	0.768888	3914020
1	1	1	5090490
1	0.427273	0.790597	4024530
1	0.490741	0.840069	4276370
1	0.490741	0.840069	4276370
1	0.224828	0.560366	2852540
1	0.497461	0.844807	4300480
1	0.113892	0.361323	1839310
1	0.48	0.832305	4236840
1	1	1	5090490
0.0582411	1	0.22383	1139410
1	1	1	5090490
1	0.494845	0.842974	4291150
1	0.182216	0.49245	2506810
1	0.494382	0.842648	4289490
1	0.469388	0.824398	4196590
1	0.495362	0.843337	4293000
1	0.486842	0.837279	4262160
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.467391	0.822884	4188880
1	1	1	5090490
1	0.410526	0.776024	3950340
0.137931	0.482759	0.246989	1257290
1	0.445378	0.805614	4100970
1	0.615385	0.914159	4653520
1	1	1	5090490
1	0.421053	0.785262	3997370
1	1	1	5090490
0.0322581	1	0.143032	728102
1	1	1	5090490
1	0.446809	0.806769	4106850
1	1	1	5090490
1	1	1	5090490
1	0.283607	0.640998	3263000
1	1	1	5090490
0.0505051	0.494949	0.117213	596670
1	1	1	5090490
1	1	1	5090490
1	0.232871	0.572227	2912920
1	0.484848	0.835839	4254830
1	1	1	5090490
1	0.483146	0.834604	4248540
1	1	1	5090490
1	1	1	5090490
1	0.475728	0.829151	4220780
1	0.49505	0.843118	4291880
1	0.403509	0.769716	3918230
1	1	1	5090490
1	0.461538	0.818395	4166030
0.145455	1	0.425875	2167910
1	0.466667	0.822332	4186070
1	1	1	5090490
1	1	1	5090490
0.0457097	1	0.186744	950621
0.0340909	1	0.149275	759882
1	0.483871	0.835131	4251230
1	1	1	5090490
1	0.246349	0.591485	3010950
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.138439	1	0.412178	2098190
1	0.473118	0.827205	4210880
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.463918	0.820229	4175370
1	0.198026	0.518701	2640440
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.493827	0.842257	4287500
1	1	1	5090490
1	1	1	5090490
1	0.428571	0.791699	4030140
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.486486	0.837022	4260860
1	0.486111	0.836752	4259480
1	1	1	5090490
1	0.500105	0.846646	4309850
1	0.498495	0.845528	4304150
1	1	1	5090490
0.0412371	1	0.172718	879220
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0571429	0.457143	0.121338	617669
0.091954	0.402299	0.15896	809184
1	1	1	5090490
1	1	1	5090490
1	0.216758	0.548176	2790480
1	0.495495	0.843431	4293480
1	0.46729	0.822806	4188490
1	0.457143	0.814976	4148630
0.237346	1	0.578706	2945900
1	1	1	5090490
1	1	1	5090490
0.380966	1	0.748615	3810820
1	0.479452	0.831903	4234790
1	1	1	5090490
0.133333	1	0.401987	2046310
1	1	1	5090490
1	1	1	5090490
0.0841121	1	0.292341	1488160
1	0.423529	0.787397	4008240
1	0.451923	0.81086	4127680
0.0288462	0.451923	0.0696138	354369
1	1	1	5090490
0.168164	0.787015	0.399998	2036180
0.222591	0.786541	0.480154	2444220
0.535469	0.78201	0.783257	3987160
0.552535	0.778539	0.793051	4037020
0.546908	0.778539	0.789333	4018090
0.141563	0.580099	0.287386	1462930
0.293593	0.769849	0.562145	2861590
1	0.555018	0.881787	4488730
0.513172	0.378096	0.512186	2607280
0.168408	0.230733	0.165061	840240
0.370158	1	0.73803	3756940
0.028027	1	0.128212	652661
0.095423	0.819667	0.27753	1412760
0.00596782	0.832791	0.0313323	159497
1	0.828868	0.984442	5011290
1	1	1	5090490
1	0.00708592	0.0421587	214608
1	0.486116	0.836755	4259500
0.269633	0.635428	0.473588	2410790
0.286773	0.669627	0.508901	2590550
0.209216	0.200964	0.175286	892291
1	1	1	5090490
1	0.467742	0.82315	4190240
1	0.435849	0.797804	4061220
1	1	1	5090490
1	1	1	5090490
1	0.491071	0.840305	4277560
1	0.243363	0.587284	2989560
1	0.473684	0.827628	4213030
0.0566038	1	0.219152	1115590
1	1	1	5090490
0.0421053	1	0.175477	893265
1	0.117148	0.36835	1875080
1	0.22435	0.559652	2848900
0.0869565	1	0.299335	1523760
1	0.453608	0.812195	4134470
1	0.456311	0.814324	4145310
1	0.478261	0.831026	4230330
0.268857	1	0.622021	3166390
0.0409836	1	0.171909	875102
1	0.495238	0.84325	4292560
1	1	1	5090490
1	0.468354	0.823615	4192610
1	0.477064	0.830141	4225830
1	1	1	5090490
1	0.241845	0.585134	2978620
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0571322	1	0.220667	1123300
1	0.105795	0.343437	1748260
0.046875	1	0.190325	968849
1	1	1	5090490
1	1	1	5090490
1	0.456522	0.814489	4146150
1	1	1	5090490
1	1	1	5090490
1	0.483146	0.834604	4248540
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.459184	0.816569	4156740
1	1	1	5090490
1	0.4875	0.837752	4264570
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.484848	0.835839	4254830
1	0.463158	0.819645	4172390
0.0757576	0.484848	0.158095	804781
1	1	1	5090490
0.409116	1	0.774766	3943940
1	1	1	5090490
0.163585	0.673141	0.353055	1797220
0.163585	0.673141	0.353055	1797220
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.117647	1	0.36942	1880530
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0952381	0.438095	0.174266	887098
1	1	1	5090490
1	0.486486	0.837022	4260860
1	0.479167	0.831693	4233720
1	0.418803	0.78331	3987440
1	1	1	5090490
1	0.489796	0.839396	4272940
1	1	1	5090490
0.0832971	1	0.290319	1477870
1	0.469027	0.824125	4195200
1	1	1	5090490
1	0.494505	0.842735	4289930
1	1	1	5090490
1	0.489362	0.839086	4271360
1	1	1	5090490
0.245103	1	0.589736	3002050
1	0.496019	0.843799	4295350
1	0.45283	0.81158	4131340
1	1	1	5090490
0.0470588	0.470588	0.106522	542249
0.126851	1	0.388766	1979010
0.0454545	0.454545	0.100816	513204
0.0877193	1	0.301194	1533230
1	1	1	5090490
1	0.470588	0.825304	4201200
1	0.45977	0.817025	4159060
1	1	1	5090490
1	0.476744	0.829904	4224620
0.019802	0.475248	0.0533208	271429
1	1	1	5090490
1	0.478261	0.831026	4230330
0.103093	0.494845	0.202817	1032440
1	1	1	5090490
1	0.46729	0.822806	4188490
1	1	1	5090490
1	1	1	5090490
1	0.478261	0.831026	4230330
1	1	1	5090490
1	0.492188	0.841097	4281600
1	1	1	5090490
0.0581395	0.488372	0.12952	659323
1	0.488095	0.838179	4266740
1	0.495434	0.843388	4293260
1	0.475728	0.829151	4220780
1	1	1	5090490
0.0645161	1	0.241345	1228560
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.49972	0.846379	4308490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.481818	0.833636	4243620
1	0.496066	0.843831	4295520
1	0.494118	0.842462	4288540
1	1	1	5090490
1	0.495152	0.843189	4292250
0.0860215	0.462366	0.168025	855329
1	0.480392	0.832593	4238310
0.036036	1	0.155792	793059
1	0.20224	0.52548	2674950
1	0.495244	0.843254	4292580
1	1	1	5090490
1	0.415254	0.780206	3971630
1	0.486486	0.837022	4260860
1	0.424242	0.788009	4011350
0.183969	1	0.495426	2521960
0.0387597	1	0.164743	838624
1	1	1	5090490
1	0.405405	0.771433	3926970
0.106383	0.468085	0.199176	1013900
0.0549451	1	0.214364	1091220
1	1	1	5090490
0.112903	0.483871	0.213451	1086570
1	0.495575	0.843487	4293760
1	1	1	5090490
0.0416667	1	0.174086	886181
1	0.445652	0.805836	4102100
1	1	1	5090490
1	0.442857	0.803568	4090550
1	0.460526	0.817612	4162040
1	0.461538	0.818395	4166030
1	1	1	5090490
0.0609756	1	0.231542	1178660
1	1	1	5090490
1	1	1	5090490
1	0.463158	0.819645	4172390
1	1	1	5090490
1	0.440367	0.801533	4080190
1	1	1	5090490
1	1	1	5090490
0.499419	0.647687	0.68855	3505060
1	0.307071	0.669622	3408700
1	0.497372	0.844745	4300170
1	0.471264	0.825814	4203800
0.250187	1	0.596833	3038170
1	0.464789	0.820897	4178770
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.415094	0.780066	3970920
1	1	1	5090490
1	0.233821	0.57361	2919960
1	1	1	5090490
1	0.457944	0.815602	4151810
1	1	1	5090490
1	1	1	5090490
0.378788	0.484848	0.494894	2519250
1	1	1	5090490
1	0.186335	0.499417	2542280
1	1	1	5090490
1	1	1	5090490
1	0.483871	0.835131	4251230
1	0.490909	0.840189	4276980
1	1	1	5090490
1	1	1	5090490
1	0.469136	0.824207	4195620
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.495244	0.843254	4292580
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.496196	0.843923	4295980
1	1	1	5090490
1	1	1	5090490
1	0.494949	0.843047	4291520
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.495726	0.843593	4294300
1	1	1	5090490
0.121212	1	0.376996	1919090
1	1	1	5090490
1	1	1	5090490
1	0.48	0.832305	4236840
1	1	1	5090490
1	0.476744	0.829904	4224620
1	0.444444	0.804858	4097120
1	1	1	5090490
1	0.201262	0.523915	2666990
1	0.494949	0.843047	4291520
1	0.4875	0.837752	4264570
1	0.476744	0.829904	4224620
0.0273973	0.188737	0.032394	164901
0.0593939	1	0.227096	1156030
1	0.433333	0.795707	4050540
0.181818	1	0.491772	2503360
1	0.474359	0.828132	4215600
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.0205579	0.100415	511164
1	1	1	5090490
0.03125	0.4375	0.0723572	368334
1	1	1	5090490
1	1	1	5090490
1	0.212565	0.541723	2757630
1	0.494845	0.842974	4291150
1	1	1	5090490
1	1	1	5090490
1	0.461538	0.818395	4166030
1	1	1	5090490
1	1	1	5090490
1	0.515413	0.857022	4362660
0.2125	0.4875	0.33847	1722980
1	0.48	0.832305	4236840
1	1	1	5090490
1	0.45679	0.814699	4147220
1	0.495238	0.84325	4292560
1	0.451613	0.810613	4126420
1	1	1	5090490
1	1	1	5090490
0.108614	1	0.349733	1780310
0.108614	1	0.349733	1780310
1	0.471264	0.825814	4203800
1	1	1	5090490
1	0.45977	0.817025	4159060
1	0.494787	0.842933	4290940
1	1	1	5090490
1	0.228387	0.565649	2879430
1	0.44898	0.808513	4115730
1	1	1	5090490
1	0.22528	0.56104	2855970
0.0515464	1	0.204396	1040470
1	0.221184	0.554898	2824700
1	0.468468	0.823702	4193050
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.494737	0.842898	4290760
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.475728	0.829151	4220780
1	0.485714	0.836465	4258020
1	1	1	5090490
0.242424	1	0.585955	2982800
1	0.589581	0.901082	4586950
1	0.493151	0.841779	4285070
1	0.109317	0.35129	1788240
0.0777778	1	0.276414	1407090
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.439024	0.800429	4074580
0.105263	1	0.342241	1742180
1	1	1	5090490
1	0.498035	0.845208	4302520
0.278979	1	0.635129	3233120
1	1	1	5090490
1	0.431373	0.794063	4042170
1	0.431373	0.794063	4042170
1	0.442857	0.803568	4090550
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.492754	0.841498	4283640
1	1	1	5090490
1	0.469136	0.824207	4195620
0.122642	1	0.380003	1934400
1	0.485437	0.836265	4257000
1	0.49	0.839541	4273680
1	0.43299	0.79542	4049080
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.490741	0.840069	4276370
1	1	1	5090490
1	0.504539	0.849699	4325390
1	0.502506	0.848305	4318290
1	1	1	5090490
0.159292	1	0.451914	2300460
1	0.457944	0.815602	4151810
0.175841	1	0.481483	2450990
1	1	1	5090490
0.11215	0.495327	0.216118	1100150
0.0465116	1	0.189212	963181
0.139785	0.483871	0.249826	1271740
1	0.490196	0.839681	4274390
1	0.463158	0.819645	4172390
0.047619	1	0.192596	980410
1	0.477778	0.830669	4228510
1	0.462185	0.818895	4168580
1	1	1	5090490
1	0.478261	0.831026	4230330
0.104762	1	0.341112	1736430
1	0.493151	0.841779	4285070
1	1	1	5090490
1	1	1	5090490
1	0.211683	0.540356	2750680
0.0851064	1	0.294796	1500660
0.0531915	1	0.209248	1065170
1	1	1	5090490
1	0.495495	0.843431	4293480
1	0.476744	0.829904	4224620
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.242574	0.586168	2983880
1	0.488095	0.838179	4266740
1	1	1	5090490
0.0782609	0.443478	0.151351	770450
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.449438	0.80888	4117590
1	0.448276	0.807948	4112850
0.121739	1	0.378106	1924750
1	0.454545	0.812935	4138240
1	1	1	5090490
1	1	1	5090490
0.126437	1	0.38791	1974650
1	0.465116	0.821148	4180050
1	0.483146	0.834604	4248540
0.0638298	1	0.23946	1218970
0.0212766	1	0.103195	525311
0.0425532	0.457447	0.0961435	489418
1	1	1	5090490
1	0.4993	0.846088	4307000
1	0.421053	0.785262	3997370
0.0961538	1	0.321327	1635710
1	0.235568	0.576141	2932840
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0736842	0.473684	0.152009	773801
1	1	1	5090490
1	0.494737	0.842898	4290760
0.257583	1	0.606972	3089790
1	0.0809773	0.284521	1448350
1	0.468354	0.823615	4192610
1	0.489583	0.839244	4272160
0.019802	1	0.0974648	496144
1	0.500343	0.846811	4310690
1	0.201485	0.524273	2668810
1	0.449438	0.80888	4117590
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.486957	0.837361	4262580
0.05	0.4625	0.110233	561141
1	0.229858	0.567817	2890470
1	0.482759	0.834322	4247110
1	1	1	5090490
1	1	1	5090490
0.0549451	1	0.214364	1091220
0.0857143	1	0.296292	1508270
1	1	1	5090490
1	1	1	5090490
1	0.451613	0.810613	4126420
1	1	1	5090490
1	0.488	0.838111	4266390
1	1	1	5090490
1	0.475728	0.829151	4220780
0.0744681	1	0.26789	1363690
1	1	1	5090490
0.134831	0.460674	0.234714	1194810
0.0660377	0.490566	0.143505	730510
0.0854701	0.461538	0.166974	849977
1	0.490741	0.840069	4276370
1	0.495957	0.843755	4295130
1	1	1	5090490
1	0.474227	0.828033	4215090
1	1	1	5090490
0.0642202	0.477064	0.137424	699557
0.0593939	1	0.227096	1156030
0.125526	1	0.386023	1965050
1	1	1	5090490
0.0721649	1	0.261872	1333060
0.0740741	0.469136	0.151498	771199
1	1	1	5090490
0.0576923	1	0.222267	1131450
1	0.495327	0.843313	4292880
1	1	1	5090490
0.114035	1	0.361634	1840890
1	0.469136	0.824207	4195620
1	0.489796	0.839396	4272940
1	0.495575	0.843487	4293760
1	0.490909	0.840189	4276980
1	1	1	5090490
1	0.469388	0.824398	4196590
1	0.487805	0.837971	4265680
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.483146	0.834604	4248540
1	1	1	5090490
1	0.45679	0.814699	4147220
1	0.494949	0.843047	4291520
1	1	1	5090490
1	0.495871	0.843695	4294820
1	0.476636	0.829824	4224210
1	1	1	5090490
1	1	1	5090490
1	0.458716	0.816204	4154880
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0731481	1	0.26445	1346180
0.0756303	0.470588	0.15431	785512
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.137085	1	0.409494	2084530
1	0.476636	0.829824	4224210
1	0.482456	0.834102	4245990
0.0555556	1	0.216132	1100220
1	1	1	5090490
1	0.469027	0.824125	4195200
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.448718	0.808303	4114660
1	0.47561	0.829063	4220340
1	0.490741	0.840069	4276370
1	1	1	5090490
0.229908	1	0.56789	2890840
1	0.47619	0.829494	4222530
1	0.48	0.832305	4236840
1	1	1	5090490
0.0375	1	0.160628	817676
0.0375	1	0.160628	817676
1	0.458716	0.816204	4154880
0.103158	1	0.33748	1717940
1	0.402778	0.769052	3914850
1	1	1	5090490
1	1	1	5090490
1	0.479592	0.832005	4235320
0.0560748	1	0.21763	1107840
1	1	1	5090490
0.270761	1	0.624515	3179090
1	0.248824	0.594941	3028540
1	0.48913	0.83892	4270520
0.343147	0.261672	0.306214	1558780
1	0.253947	0.602015	3064550
1	1	1	5090490
1	0.457831	0.815514	4151370
1	1	1	5090490
1	1	1	5090490
1	0.435294	0.797343	4058870
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.494391	0.842654	4289520
1	1	1	5090490
1	0.0549305	0.214321	1091000
1	1	1	5090490
1	0.0547427	0.213776	1088230
1	1.87093e-06	2.65467e-05	135.136
1	1	1	5090490
1	0.428571	0.791699	4030140
1	1	1	5090490
0.122449	0.44898	0.214457	1091690
0.137931	0.491379	0.2502	1273640
1	1	1	5090490
1	1	1	5090490
1	0.451613	0.810613	4126420
1	0.489583	0.839244	4272160
1	0.463415	0.819842	4173400
1	0.497423	0.844781	4300350
1	1	1	5090490
