ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.141935	0.419048	2133160
1	0.17931	0.48748	2481510
0.368421	0.421053	0.444204	2261210
0.744681	1	0.964212	4908310
0.55102	1	0.879419	4476680
0.5381	0.602941	0.68965	3510660
0.413043	0.478261	0.517917	2636450
0.620408	1	0.916577	4665830
0.740741	1	0.96304	4902350
0.856383	0.120669	0.337891	1720030
1	0.465517	0.821455	4181610
1	1	1	5090490
0.741615	0.492754	0.733305	3732880
1	1	1	5090490
1	0.490909	0.840189	4276980
0.451613	0.483871	0.550866	2804180
0.273973	1	0.628692	3200350
0.563243	1	0.886569	4513070
1	0.31677	0.680922	3466230
0.611111	0.25	0.439812	2238860
1	0.451613	0.810613	4126420
0.318182	1	0.682542	3474470
0.8	1	0.978515	4981120
1	1	1	5090490
1	1	1	5090490
1	0.442623	0.803377	4089580
1	0.421875	0.785973	4000990
1	0.47619	0.829494	4222530
0.174603	1	0.479328	2440010
1	0.484848	0.835839	4254830
0.662162	1	0.935135	4760300
1	0.491212	0.840404	4278070
0.694915	1	0.94784	4824970
0.415094	1	0.780066	3970920
1	0.490909	0.840189	4276980
0.54	0.46	0.59435	3025540
0.847458	0.440678	0.741293	3773550
0.433962	1	0.796233	4053220
0.807692	1	0.980194	4989670
1	0.476923	0.830037	4225300
1	0.0888585	0.303959	1547300
1	0.492308	0.841182	4282030
0.216216	1	0.547346	2786260
1	3.22305e-09	6.62432e-08	0.337211
0.415094	0.490566	0.527699	2686250
0.5	0.477273	0.580558	2955330
1	0.428571	0.791699	4030140
0.0153846	0.492308	0.0445579	226822
0.290909	1	0.650107	3309370
1	0.46	0.817203	4159970
1	1	1	5090490
0.487805	0.390244	0.506141	2576510
1	0.0454545	0.185956	946610
1	0.375	0.742811	3781270
1	1	1	5090490
1	1	1	5090490
0.523137	1	0.862084	4388430
0.86	0.42	0.729018	3711060
1	1	1	5090490
0.738095	1	0.962242	4898280
0.0249548	1	0.117055	595869
0.00201973	1	0.0145518	74075.6
0.720816	0.206531	0.432421	2201240
1	0.221858	0.555913	2829870
0.676471	0.485294	0.693955	3532570
1	0.24026	0.582878	2967140
0.461538	1	0.818395	4166030
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.47541	0.828914	4219580
0.666667	1	0.936977	4769670
1	0.382353	0.749951	3817620
0.72	1	0.956523	4869170
1	1	1	5090490
1	1	1	5090490
0.61194	0.477612	0.651785	3317900
1	0.425	0.788658	4014660
0.0271646	0.573226	0.0803848	409198
1	0.0265541	0.122908	625660
1	1	1	5090490
0.636364	1	0.923991	4703570
0.726179	0.491212	0.724416	3687630
0.702128	1	0.950428	4838150
0.48203	1	0.833791	4244400
1	0.47541	0.828914	4219580
0.698113	1	0.948997	4830860
1	0.462963	0.819495	4171630
0.418182	0.4	0.466378	2374090
0.607143	1	0.910102	4632860
1	0.490566	0.839945	4275730
1	1	1	5090490
0.985294	1	0.999891	5089940
0.636816	1	0.924195	4704610
0.423729	1	0.787568	4009110
0.381818	1	0.749437	3815000
0.381818	1	0.749437	3815000
0.717391	0.478261	0.710126	3614890
1	0.0903571	0.307574	1565700
0.576271	0.474576	0.62806	3197130
1	1	1	5090490
1	0.377778	0.745525	3795090
1	0.388889	0.75618	3849330
1	1	1	5090490
0.372093	0.488372	0.491605	2502510
1	0.0801357	0.282401	1437560
0.866667	1	0.990687	5043090
0.745763	0.474576	0.721533	3672950
0.418182	1	0.782769	3984680
0.746032	1	0.964609	4910340
0.583333	1	0.897748	4569980
1	0.488889	0.838748	4269640
0.393939	1	0.760917	3873440
1	0.446809	0.806769	4106850
1	0.131401	0.398079	2026420
0.537037	1	0.870907	4433340
0.549296	1	0.878389	4471430
0.267857	1	0.620706	3159700
0.621212	0.484848	0.662627	3373100
1	0.199894	0.521717	2655800
0.516667	1	0.857851	4366880
1	0.442308	0.80312	4088270
1	1	1	5090490
0.36	0.48	0.476171	2423950
0.0555877	0.494893	0.126359	643229
0.143984	0.497872	0.26061	1326630
0.128934	1	0.39305	2000820
0.065249	1	0.243349	1238770
0.0897236	0.800851	0.261057	1328910
1.08247e-13	1	3.33988e-12	1.70017e-05
2.66549e-09	1	5.529e-08	0.281453
2.56678e-07	0.811693	3.41352e-06	17.3765
0.0696431	0.810385	0.218675	1113160
0.024873	0.810385	0.0988528	503209
0.00116616	1	0.00904248	46030.7
0.392172	0.819046	0.685992	3492030
0.0078998	1	0.0461421	234886
0.00738969	1	0.0436559	222230
0.20916	1	0.536423	2730660
0.108785	0.807719	0.301556	1535070
0.13691	0.593466	0.285209	1451860
0.264921	1	0.616822	3139930
0.0676436	1	0.249842	1271820
0.537242	0.594116	0.683688	3480310
0.458671	1	0.816169	4154700
0.792587	1	0.976826	4972530
0.586487	1	0.899439	4578590
0.0136782	1	0.0723842	368471
0.126109	1	0.387232	1971200
0.00765633	1	0.0449597	228867
0.00132376	0.68906	0.00729693	37144.9
0.00358616	0.68906	0.0173052	88092.1
0.0693896	0.685821	0.192504	979942
0.150854	0.556289	0.29186	1485710
0.158751	0.699076	0.354956	1806900
0.346904	0.697618	0.585362	2979780
0.001078	0.84393	0.00728017	37059.6
0.267644	0.275337	0.265872	1353420
0.15809	0.488541	0.275023	1400000
0.119352	0.364651	0.179941	915988
0.00358007	0.36203	0.00991304	50462.2
0.228996	0.593809	0.407294	2073320
0.198022	0.583357	0.364843	1857230
0.683092	0.513043	0.717916	3654540
0.616438	1	0.914669	4656120
0.55	1	0.87881	4473580
0.692329	1	0.946894	4820160
0.0901639	1	0.30711	1563340
0.811321	0.433962	0.719618	3663210
0.711864	1	0.953804	4855330
0.62069	1	0.916711	4666510
0.745455	1	0.96444	4909470
0.859043	0.492908	0.787311	4007800
1	0.222734	0.557231	2836580
1	0.00211753	0.0151562	77152.6
1	0.174208	0.478638	2436500
0.75	0.458333	0.71082	3618420
1	0.488372	0.838377	4267750
1	0.377778	0.745525	3795090
1	1	1	5090490
0.735849	1	0.961556	4894790
0.419355	0.473118	0.519313	2643560
0.723404	0.478723	0.713545	3632290
1	1	1	5090490
0.657143	0.457143	0.661683	3368290
0.351351	1	0.718854	3659320
0.803279	1	0.97924	4984810
1	0.0799779	0.282002	1435530
0.746032	1	0.964609	4910340
1	1	1	5090490
0.589286	1	0.900926	4586160
0.5	1	0.846574	4309480
1	0.00923077	0.0524789	267143
0.393939	0.484848	0.507199	2581890
0.000702957	1	0.00580657	29558.3
1	0.491265	0.840442	4278260
0.444444	0.488889	0.548979	2794570
0.702703	0.14936	0.341548	1738650
1	0.382353	0.749951	3817620
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.237288	0.578622	2945470
0.413636	1	0.778781	3964380
1	1	1	5090490
1	1	1	5090490
0.528302	1	0.865405	4405330
1	1	1	5090490
1	0.45	0.809328	4119880
1	1	1	5090490
1	0.454545	0.812935	4138240
0.438596	0.473684	0.534222	2719450
1	0.408163	0.773913	3939600
1	0.4	0.766516	3901940
1	0.454545	0.812935	4138240
0.642857	0.47619	0.668501	3403000
0.707317	0.463415	0.693391	3529700
0.666667	0.416667	0.633593	3225300
1	0.392857	0.759907	3868300
1	1	1	5090490
0.692308	0.25641	0.484385	2465760
0.454545	1	0.812935	4138240
1	0.186585	0.499837	2544420
0.57971	0.492754	0.643571	3276090
0.508772	1	0.852577	4340040
0.666667	1	0.936977	4769670
1	0.260096	0.610369	3107080
1	1	1	5090490
1	0.46	0.817203	4159970
1	2.90336e-08	5.32906e-07	2.71275
0.52459	0.42623	0.558523	2843160
0.688525	0.42623	0.653258	3325400
1	1	1	5090490
0.519231	0.461538	0.582001	2962670
1	0.492176	0.841089	4281560
0.725806	1	0.958407	4878760
0.927273	1	0.997289	5076690
1	1	1	5090490
1	1	1	5090490
0.846154	0.410256	0.714424	3636770
0.585825	0.488372	0.64413	3278940
1	0.00148349	0.011146	56738.4
0.356322	0.494253	0.481956	2453390
1	1	1	5090490
1	1	1	5090490
1	0.490909	0.840189	4276980
1	0.461538	0.818395	4166030
1	1	1	5090490
0.392857	1	0.759907	3868300
0.374038	1	0.741867	3776470
1	0.479452	0.831903	4234790
1	1	1	5090490
1	0.214701	0.545021	2774420
1	0.442623	0.803377	4089580
1	0.473684	0.827628	4213030
1	0.439394	0.800733	4076130
1	1	1	5090490
0.75	0.455882	0.708852	3608410
1	0.00401211	0.0261527	133130
0.414286	1	0.779354	3967290
1	0.45283	0.81158	4131340
0.365385	1	0.733256	3732630
1	1	1	5090490
1	1	1	5090490
0.529412	0.45098	0.580727	2956190
0.960784	1	0.999221	5086520
1	1	1	5090490
0.220339	0.491525	0.34904	1776780
0.616667	1	0.91478	4656680
1	1	1	5090490
0.627451	0.490196	0.670216	3411730
1	0.490909	0.840189	4276980
1	1	1	5090490
1	1	1	5090490
1	0.419355	0.78379	3989880
1	1	1	5090490
