ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
0.0769231	1	0.274227	1395950
1	1	1	5090490
1	0.586976	0.8997	4579910
0.2	0.4	0.282058	1435820
1	1	1	5090490
1	1	1	5090490
0.0416667	1	0.174086	886181
0.0416667	1	0.174086	886181
0.0416667	1	0.174086	886181
1	1	1	5090490
0.173913	1	0.478122	2433870
0.0416667	1	0.174086	886181
0.25127	1	0.598332	3045800
1	1	1	5090490
1	0.411765	0.777125	3955950
1	1	1	5090490
1	0.421053	0.785262	3997370
1	0.454545	0.812935	4138240
1	1	1	5090490
1	0.760417	0.968686	4931090
0.604141	1	0.908597	4625200
1	0.760417	0.968686	4931090
1	1	1	5090490
1	1	1	5090490
1	0.438596	0.800077	4072780
1	1	1	5090490
1	1	1	5090490
0.0517241	1	0.204922	1043160
0.0862069	1	0.2975	1514420
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.493827	0.842257	4287500
1	1	1	5090490
1	0.492063	0.841009	4281150
1	0.461538	0.818395	4166030
1	0.485714	0.836465	4258020
1	1	1	5090490
0.188525	1	0.503083	2560940
1	0.474359	0.828132	4215600
1	1	1	5090490
1	0.478873	0.831477	4232630
1	0.492063	0.841009	4281150
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0869565	1	0.299335	1523760
1	1	1	5090490
0.130435	1	0.396115	2016420
0.0434783	1	0.179804	915291
0.252906	0.597637	0.436738	2223210
1	1	1	5090490
0.0625	1	0.235787	1200270
1	1	1	5090490
1	1	1	5090490
0.0142857	1	0.0749785	381677
1	1	1	5090490
1	0.405797	0.771786	3928770
1	1	1	5090490
1	1	1	5090490
0.138961	1	0.413209	2103440
1	1	1	5090490
1	1	1	5090490
0.0909091	1	0.3089	1572450
1	0.482143	0.833873	4244820
1	1	1	5090490
1	0.485714	0.836465	4258020
1	1	1	5090490
0.08	1	0.282058	1435820
0.355556	1	0.723226	3681580
1	1	1	5090490
1	0.470588	0.825304	4201200
1	1	1	5090490
1	1	1	5090490
0.0540541	1	0.211771	1078020
1	0.475	0.828609	4218030
1	0.333333	0.699537	3560990
0.138961	1	0.413209	2103440
1	0.483871	0.835131	4251230
1	1	1	5090490
1	1	1	5090490
0.279426	0.777389	0.548886	2794100
1	1	1	5090490
1	1	1	5090490
0.19926	0.471645	0.316212	1609670
0.261595	0.65428	0.473278	2409210
0.0714286	0.648878	0.188711	960630
0.242236	0.218634	0.208571	1061730
1	1	1	5090490
0.123912	1	0.382663	1947940
0.352243	1	0.719785	3664060
0.149897	0.509343	0.272752	1388440
1	1	1	5090490
0.149038	1	0.432741	2202860
0.146853	1	0.428565	2181610
0.0849394	0.712822	0.23034	1172540
1	0.711078	0.953536	4853970
0.285443	1	0.643306	3274740
1	3.93085e-06	5.28568e-05	269.067
1	1	1	5090490
0.201819	0.117037	0.112094	570612
3.44169e-15	0.2	2.47198e-14	1.25836e-07
1	0.00017406	0.00168075	8555.82
1	1	1	5090490
0.393987	1	0.760961	3873670
1	1	1	5090490
1	9.44718e-06	0.000118749	604.491
1	1	1	5090490
1	0.613548	0.913264	4648960
0.400253	1	0.766748	3903130
1	0.653507	0.93151	4741840
0.348846	0.653507	0.565038	2876320
0.400253	1	0.766748	3903130
0.348846	0.653507	0.565038	2876320
1	0.651403	0.930612	4737270
1	0.651403	0.930612	4737270
0.344892	0.651403	0.56012	2851290
0.344892	0.651403	0.56012	2851290
0.344892	0.651403	0.56012	2851290
1	0.651403	0.930612	4737270
1	0.442308	0.80312	4088270
1	0.442308	0.80312	4088270
1	0.0617196	0.233618	1189230
1	1.45111e-06	2.09586e-05	106.69
0.404666	1	0.770765	3923570
0.197606	0.779567	0.442191	2250970
