ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.15873	0.492063	0.27725	1411340
0.206115	0.648356	0.402596	2049410
0.199041	0.65027	0.394065	2005990
1	0.49209	0.841028	4281250
1	0.236842	0.57798	2942200
1	1	1	5090490
1	1	1	5090490
0.084619	1	0.293594	1494540
1	1	1	5090490
1	1	1	5090490
0.15493	1	0.44384	2259360
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.199224	1	0.520638	2650300
0.57774	0.793842	0.816141	4154560
0.00690337	1	0.0412528	209997
1	1	1	5090490
0.328355	0.839105	0.630697	3210560
0.236952	0.841609	0.520955	2651920
0.570273	0.687017	0.758906	3863200
1	0.567113	0.888777	4524310
1	1	1	5090490
1	0.333333	0.699537	3560990
1	0.416667	0.781445	3977940
1	0.377778	0.745525	3795090
1	1	1	5090490
1	1	1	5090490
1	0.490196	0.839681	4274390
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.477612	0.830546	4227890
0.305084	1	0.66727	3396730
1	1	1	5090490
1	0.470588	0.825304	4201200
1	1	1	5090490
1	0.464789	0.820897	4178770
1	1	1	5090490
1	0.47191	0.826299	4206270
1	1	1	5090490
1	0.462687	0.819282	4170550
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.239437	0.581703	2961160
0.21174	1	0.540444	2751130
1	1	1	5090490
1	1	1	5090490
1	0.1417	0.418589	2130820
1	0.0187517	0.0933174	475031
0.142857	0.357143	0.202833	1032520
1	1	1	5090490
1	0.223126	0.557819	2839570
1	1	1	5090490
1	0.454545	0.812935	4138240
1	1	1	5090490
1	1	1	5090490
1	0.48	0.832305	4236840
1	0.469136	0.824207	4195620
1	0.445946	0.806073	4103310
0.125	0.4375	0.213616	1087410
1	1	1	5090490
1	0.472727	0.826912	4209390
1	1	1	5090490
1	1	1	5090490
1	0.494838	0.842969	4291130
1	0.23913	0.581265	2958930
0.214701	1	0.545021	2774420
0.0695489	1	0.254947	1297810
0.0895522	1	0.305636	1555840
1	0.447368	0.807219	4109140
1	0.44	0.801231	4078660
1	1	1	5090490
0.0192308	1	0.0952162	484697
1	0.481481	0.83339	4242370
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.199894	0.521717	2655800
0.0941176	1	0.316537	1611330
1	1	1	5090490
1	1	1	5090490
1	0.465753	0.821635	4182530
1	1	1	5090490
1	0.422535	0.786542	4003880
1	1	1	5090490
0.117647	1	0.36942	1880530
1	1	1	5090490
1	1	1	5090490
1	0.472973	0.827096	4210320
1	1	1	5090490
1	1	1	5090490
0.113384	1	0.360219	1833690
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.433333	0.795707	4050540
1	0.465909	0.821754	4183130
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.488095	0.838179	4266740
1	1	1	5090490
1	1	1	5090490
0.150718	1	0.435928	2219090
1	1	1	5090490
1	0.486486	0.837022	4260860
1	0.413793	0.77892	3965080
1	1	1	5090490
1	0.462687	0.819282	4170550
1	0.480519	0.832686	4238780
1	0.213559	0.543261	2765460
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.492063	0.841009	4281150
0.107306	1	0.34682	1765490
1	0.4375	0.799172	4068180
1	0.5	0.846574	4309480
0.0571429	1	0.220697	1123460
1	0.473684	0.827628	4213030
1	0.490566	0.839945	4275730
1	0.481481	0.83339	4242370
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.1	0.485714	0.195486	995122
0.235294	0.485294	0.361963	1842570
1	0.492537	0.841345	4282860
1	0.458333	0.815906	4153360
1	0.418919	0.783411	3987950
1	1	1	5090490
1	0.494118	0.842462	4288540
0.1	1	0.330259	1681180
0.208081	1	0.534732	2722050
1	0.452055	0.810965	4128210
1	0.440476	0.801622	4080650
0.0379747	1	0.162184	825594
1	0.484375	0.835496	4253090
1	0.493349	0.841919	4285780
1	0.239161	0.581309	2959150
1	0.45	0.809328	4119880
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0873016	1	0.300177	1528050
1	1	1	5090490
0.392857	1	0.759907	3868300
1	1	1	5090490
1	1	1	5090490
0.44	1	0.801231	4078660
1	1	1	5090490
0.565789	1	0.888025	4520490
1	1	1	5090490
1	0.710382	0.953299	4852760
0.335775	1	0.702211	3574600
0.0150454	0.768813	0.0631516	321473
0.167037	1	0.465956	2371940
1	1	1	5090490
1	0.459016	0.816438	4156070
0.19403	1	0.512189	2607290
1	0.493168	0.841791	4285130
1	0.472973	0.827096	4210320
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.464286	0.820511	4176810
0.0980392	0.45098	0.182104	926999
1	1	1	5090490
1	0.495557	0.843474	4293700
0.0559356	1	0.217229	1105800
1	1	1	5090490
1	0.492754	0.841498	4283640
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0641026	1	0.24021	1222790
1	1	1	5090490
1	0.465753	0.821635	4182530
0.0384615	1	0.163773	833685
0.0761689	1	0.272289	1386080
0.402414	1	0.768721	3913170
0.0106383	1	0.0589712	300192
1	0.489796	0.839396	4272940
1	0.232298	0.571392	2908660
1	0.447761	0.807535	4110750
1	0.45614	0.81419	4144630
1	0.467532	0.822991	4189430
1	1	1	5090490
1	0.647166	0.928782	4727960
0.188235	0.647166	0.378276	1925610
1	1	1	5090490
1	1	1	5090490
1	0.419355	0.78379	3989880
0.0610577	1	0.231771	1179830
1	0.492754	0.841498	4283640
1	1	1	5090490
1	0.43038	0.793227	4037920
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.491833	0.840846	4280320
0.0813953	1	0.28557	1453690
1	0.460317	0.81745	4161220
0.0123996	0.854021	0.0587495	299064
1	1	1	5090490
0.206115	0.183035	0.16137	821452
0.0890169	0.192869	0.0869532	442635
1	0.492308	0.841182	4282030
1	0.493606	0.842101	4286710
1	1	1	5090490
1	0.484848	0.835839	4254830
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.492176	0.841089	4281560
1	0.452381	0.811223	4129530
1	0.466667	0.822332	4186070
1	0.490909	0.840189	4276980
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0714286	1	0.259933	1323180
0.279904	1	0.636309	3239120
1	0.447761	0.807535	4110750
1	0.485294	0.836162	4256470
1	1	1	5090490
1	0.482143	0.833873	4244820
1	0.00788944	0.0460919	234631
0.0536838	0.493521	0.12269	624551
1	0.47619	0.829494	4222530
1	0.487179	0.837521	4263390
1	0.492308	0.841182	4282030
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.487179	0.837521	4263390
1	0.461538	0.818395	4166030
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.43662	0.798443	4064470
1	0.49648	0.844122	4296990
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.0752137	0.269823	1373530
1	0.474576	0.828294	4216420
1	0.493671	0.842146	4286940
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.123337	1	0.38146	1941820
0.025	1	0.117222	596717
1	0.492958	0.841642	4284370
0.157143	0.428571	0.249042	1267750
1	1	1	5090490
1	1	1	5090490
1	0.473684	0.827628	4213030
1	0.222764	0.557276	2836810
1	0.479167	0.831693	4233720
1	0.493506	0.84203	4286350
1	1	1	5090490
1	0.483871	0.835131	4251230
0.103448	1	0.33814	1721300
1	0.490196	0.839681	4274390
0.458758	0.787081	0.728896	3710440
1	0.787081	0.975527	4965910
1	1	1	5090490
1	0.204126	0.528487	2690260
1	0.483333	0.83474	4249240
1	0.43038	0.793227	4037920
0.0327869	1	0.144843	737325
1	0.467742	0.82315	4190240
1	0.492958	0.841642	4284370
1	1	1	5090490
1	0.479167	0.831693	4233720
0.300411	0.781298	0.574901	2926530
0.307692	1	0.670355	3412440
1	0.473684	0.827628	4213030
1	0.472973	0.827096	4210320
1	0.485294	0.836162	4256470
1	0.462687	0.819282	4170550
1	1	1	5090490
1	0.496503	0.844138	4297080
1	1	1	5090490
1	1	1	5090490
0.0675676	1	0.249637	1270770
1	1	1	5090490
1	0.47619	0.829494	4222530
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.478261	0.831026	4230330
1	1	1	5090490
1	1	1	5090490
1	0.469697	0.824632	4197780
1	0.424658	0.788365	4013160
0.0588235	1	0.225483	1147820
1	0.241379	0.584472	2975250
1	1	1	5090490
1	0.466667	0.822332	4186070
1	0.46875	0.823915	4194130
1	1	1	5090490
1	0.494523	0.842747	4290000
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.179104	0.447761	0.282553	1438330
0.0266667	0.453333	0.065467	333259
0.115013	1	0.363753	1851680
0.182796	1	0.493436	2511830
1	0.493671	0.842146	4286940
1	0.465517	0.821455	4181610
1	1	1	5090490
1	0.460526	0.817612	4162040
0.0277778	1	0.12732	648121
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0612245	1	0.232237	1182200
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.24026	0.582878	2967140
1	1	1	5090490
1	0.455882	0.813987	4143590
1	0.149353	0.433338	2205910
1	0.461538	0.818395	4166030
1	0.428571	0.791699	4030140
0.0952381	1	0.319179	1624780
1	0.471429	0.825937	4204430
0.027027	1	0.124619	634374
1	0.428571	0.791699	4030140
1	1	1	5090490
1	1	1	5090490
0.135593	1	0.406521	2069390
1	1	1	5090490
1	0.478873	0.831477	4232630
1	1	1	5090490
1	0.492308	0.841182	4282030
1	0.220923	0.554504	2822700
1	0.467742	0.82315	4190240
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.37931	0.747014	3802670
1	1	1	5090490
0.0416667	1	0.174086	886181
1	0.230655	0.568987	2896420
0.056338	1	0.218388	1111700
1	0.466667	0.822332	4186070
1	1	1	5090490
1	1	1	5090490
1	0.484848	0.835839	4254830
1	0.465517	0.821455	4181610
1	1	1	5090490
0.1875	1	0.501371	2552220
1	0.196612	0.516406	2628760
1	1	1	5090490
1	1	1	5090490
1	0.425926	0.789449	4018680
1	0.48913	0.83892	4270520
1	0.486111	0.836752	4259480
1	0.488095	0.838179	4266740
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.485714	0.836465	4258020
0.120482	1	0.375452	1911240
1	0.440678	0.801788	4081490
0.0961538	1	0.321327	1635710
1	0.0696833	0.255305	1299630
1	1	1	5090490
1	0.181925	0.491954	2504290
1	0.465517	0.821455	4181610
1	0.110444	0.35378	1800910
1	0.481013	0.833047	4240620
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.457831	0.815514	4151370
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0952381	0.492063	0.190289	968665
1	0.470588	0.825304	4201200
1	1	1	5090490
0.197183	1	0.517334	2633480
0.0612245	0.428571	0.121763	619831
0.258923	1	0.608786	3099020
0.132086	1	0.399469	2033490
0.0327869	1	0.144843	737325
1	1	1	5090490
0.0652174	1	0.243263	1238330
1	1	1	5090490
1	1	1	5090490
0.0526316	1	0.207602	1056800
1	1	1	5090490
1	0.483333	0.83474	4249240
1	0.445946	0.806073	4103310
1	1	1	5090490
1	1	1	5090490
1	0.107771	0.347857	1770760
1	0.492063	0.841009	4281150
1	1	1	5090490
1	1	1	5090490
1	0.424242	0.788009	4011350
1	0.47619	0.829494	4222530
0.0416667	1	0.174086	886181
1	0.486111	0.836752	4259480
1	0.459459	0.816783	4157830
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.06	0.46	0.126682	644875
0.115385	0.480769	0.215894	1099010
1	0.240526	0.583258	2969070
1	1	1	5090490
1	0.477273	0.830296	4226610
1	1	1	5090490
1	0.47561	0.829063	4220340
1	1	1	5090490
1	0.493976	0.842362	4288030
1	0.49441	0.842667	4289590
1	1	1	5090490
0.047619	1	0.192596	980410
1	1	1	5090490
0.0508475	0.474576	0.114001	580321
1	1	1	5090490
1	0.470588	0.825304	4201200
1	0.485294	0.836162	4256470
1	0.480519	0.832686	4238780
0.0641026	0.487179	0.139483	710037
1	0.500342	0.84681	4310680
0.173913	0.434783	0.270859	1378800
1	0.492537	0.841345	4282860
1	1	1	5090490
0.514036	0.500008	0.606211	3085910
0.217942	1	0.549983	2799680
1	1	1	5090490
0.101266	1	0.333165	1695970
1	1	1	5090490
1	0.496768	0.844323	4298020
1	1	1	5090490
1	0.474576	0.828294	4216420
1	0.490909	0.840189	4276980
1	1	1	5090490
1	1	1	5090490
1	0.472973	0.827096	4210320
0.158537	0.463415	0.265286	1350440
1	0.474359	0.828132	4215600
1	0.415385	0.780321	3972220
0.145455	0.490909	0.25987	1322870
1	0.480519	0.832686	4238780
1	1	1	5090490
1	1	1	5090490
0.140845	1	0.416915	2122300
1	1	1	5090490
1	0.238384	0.580196	2953480
1	0.219193	0.551884	2809360
0.0952381	0.47619	0.185638	944987
1	0.491525	0.840627	4279210
1	0.486486	0.837022	4260860
1	0.487179	0.837521	4263390
0.04	1	0.168755	859046
1	1	1	5090490
1	1	1	5090490
1	0.442308	0.80312	4088270
1	1	1	5090490
1	1	1	5090490
0.165217	1	0.46269	2355320
1	0.44898	0.808513	4115730
1	0.491525	0.840627	4279210
1	0.460317	0.81745	4161220
1	1	1	5090490
1	0.469697	0.824632	4197780
0.186047	1	0.498932	2539810
1	0.0162602	0.0832364	423714
0.209302	1	0.536646	2731790
0.325581	1	0.69093	3517170
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.457143	0.814976	4148630
1	0.467742	0.82315	4190240
1	0.4375	0.799172	4068180
0.0655738	0.47541	0.139292	709066
1	0.458333	0.815906	4153360
1	1	1	5090490
0.191837	1	0.50858	2588920
0.191837	1	0.50858	2588920
0.473698	1	0.827638	4213080
0.206688	0.773183	0.452861	2305280
1	1	1	5090490
0.152924	1	0.440087	2240260
0.419178	1	0.783636	3989090
0.0248739	1	0.116757	594349
0.231468	1	0.570179	2902490
1	0.507528	0.851735	4335750
0.238177	1	0.5799	2951980
1	0.46988	0.82477	4198480
1	0.494505	0.842735	4289930
0.141414	1	0.418029	2127970
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.479452	0.831903	4234790
1	0.235849	0.576548	2934910
1	0.457143	0.814976	4148630
1	1	1	5090490
1	1	1	5090490
0.556951	1	0.882922	4494510
1	1	1	5090490
1	0.444444	0.804858	4097120
1	1	1	5090490
1	0.467742	0.82315	4190240
1	0.467742	0.82315	4190240
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.243066	1	0.586863	2987420
1	0.493151	0.841779	4285070
1	0.484375	0.835496	4253090
1	0.247541	0.593153	3019440
1	0.0103819	0.0578031	294246
1	1	1	5090490
0.0933333	1	0.314681	1601880
1	1	1	5090490
1	0.474359	0.828132	4215600
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.470588	0.825304	4201200
1	0.485714	0.836465	4258020
1	1	1	5090490
1	1	1	5090490
1	0.492063	0.841009	4281150
1	1	1	5090490
0.152778	1	0.439812	2238860
0.257217	0.092727	0.112956	575003
1	0.462963	0.819495	4171630
1	1	1	5090490
0.116883	1	0.367782	1872190
1	0.491803	0.840824	4280210
1	0.459016	0.816438	4156070
0.0909091	1	0.3089	1572450
1	0.492308	0.841182	4282030
1	0.46875	0.823915	4194130
1	0.492754	0.841498	4283640
1	1	1	5090490
0.0869565	1	0.299335	1523760
0.0526316	0.45614	0.11354	577976
0.0277778	1	0.12732	648121
1	1	1	5090490
1	1	1	5090490
0.1875	0.46875	0.301611	1535350
1	0.472727	0.826912	4209390
1	1	1	5090490
1	0.0530405	0.208804	1062920
1	0.0518432	0.205275	1044950
0.471076	0.051933	0.11524	586630
0.532898	0.20966	0.3566	1815270
1	0.29843	0.659298	3356150
0.421304	0.518495	0.550747	2803570
1	0.472973	0.827096	4210320
1	0.438596	0.800077	4072780
1	0.475	0.828609	4218030
0.0327869	1	0.144843	737325
1	0.475	0.828609	4218030
1	0.481928	0.833716	4244020
1	1	1	5090490
1	0.4375	0.799172	4068180
1	0.484375	0.835496	4253090
1	1	1	5090490
1	0.000305051	0.00277445	14123.3
1	1	1	5090490
1	1	1	5090490
1	0.502105	0.848028	4316880
1	1	1	5090490
1	1	1	5090490
1	0.459016	0.816438	4156070
1	0.48	0.832305	4236840
0.137817	0.458667	0.237757	1210300
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.166364	1	0.464751	2365810
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.390625	0.757815	3857650
1	1	1	5090490
1	0.459016	0.816438	4156070
0.0875	0.4375	0.163185	830692
1	0.467742	0.82315	4190240
1	0.416667	0.781445	3977940
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.04	0.46	0.0919154	467895
1	1	1	5090490
1	0.354167	0.721787	3674250
1	1	1	5090490
0.0537634	0.462366	0.116699	594056
1	1	1	5090490
1	1	1	5090490
0.0645161	1	0.241345	1228560
0.0677966	0.457627	0.138776	706436
0.0444444	0.488889	0.104929	534142
1	1	1	5090490
0.0588235	1	0.225483	1147820
0.0555556	1	0.216132	1100220
0.0555556	1	0.216132	1100220
0.241443	1	0.584563	2975710
1	1	1	5090490
0.21135	0.594077	0.386089	1965380
1	1	1	5090490
1	0.468354	0.823615	4192610
1	0.450704	0.80989	4122740
1	1	1	5090490
1	0.482759	0.834322	4247110
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.491803	0.840824	4280210
1	0.45	0.809328	4119880
0.12234	1	0.379371	1931190
1	0.438596	0.800077	4072780
1	1	1	5090490
1	0.47541	0.828914	4219580
1	0.466667	0.822332	4186070
1	0.453333	0.811978	4133370
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.346456	1	0.7137	3633080
0.271048	1	0.62489	3180990
0.140845	0.492958	0.254632	1296200
0.084507	0.492958	0.174059	886047
1	1	1	5090490
1	1	1	5090490
1	0.44186	0.802755	4086420
1	1	1	5090490
1	1	1	5090490
1	0.447761	0.807535	4110750
1	1	1	5090490
1	0.492308	0.841182	4282030
1	0.492063	0.841009	4281150
0.107143	1	0.346456	1763630
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0333333	0.466667	0.0803186	408861
1	0.490909	0.840189	4276980
1	1	1	5090490
1	0.467742	0.82315	4190240
1	0.496026	0.843803	4295370
1	1	1	5090490
0.0384615	1	0.163773	833685
1	0.433333	0.795707	4050540
1	0.231782	0.570638	2904830
1	0.4875	0.837752	4264570
1	1	1	5090490
1	0.460317	0.81745	4161220
1	1	1	5090490
1	0.492958	0.841642	4284370
1	1	1	5090490
1	0.479167	0.831693	4233720
1	0.491525	0.840627	4279210
1	1	1	5090490
1	0.180124	0.488877	2488620
0.03125	1	0.139554	710400
0.2	1	0.521888	2656660
1	0.4375	0.799172	4068180
1	1	1	5090490
0.0547945	1	0.213927	1088990
1	0.742587	0.963592	4905160
0.138805	0.742587	0.337291	1716980
0.537506	0.742587	0.765732	3897950
0.298285	0.742587	0.555378	2827150
1	1	1	5090490
1	0.492308	0.841182	4282030
1	0.45	0.809328	4119880
1	0.493827	0.842257	4287500
1	1	1	5090490
1	1	1	5090490
0.166667	0.481481	0.282682	1438990
1	1	1	5090490
1	1	1	5090490
0.135593	0.474576	0.240887	1226230
1	0.482759	0.834322	4247110
1	1	1	5090490
0.078125	0.421875	0.145431	740316
1	0.45679	0.814699	4147220
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.177866	0.484991	2468840
1	0.449275	0.808749	4116930
1	1	1	5090490
1	1	1	5090490
1	0.467532	0.822991	4189430
1	1	1	5090490
1	0.232258	0.571333	2908370
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.428571	0.791699	4030140
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.489362	0.839086	4271360
1	1	1	5090490
1	0.492754	0.841498	4283640
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.481928	0.833716	4244020
1	1	1	5090490
1	0.483333	0.83474	4249240
1	1	1	5090490
0.0999416	1	0.330124	1680490
1	1	1	5090490
0.0864198	1	0.298022	1517080
1	1	1	5090490
1	0.492308	0.841182	4282030
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0909091	1	0.3089	1572450
1	1	1	5090490
1	1	1	5090490
1	0.433333	0.795707	4050540
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0555556	1	0.216132	1100220
1	0.106171	0.34428	1752560
1	1	1	5090490
1	1	1	5090490
0.191304	1	0.507701	2584450
1	0.493976	0.842362	4288030
1	1	1	5090490
1	1	1	5090490
1	0.419355	0.78379	3989880
1	1	1	5090490
0.0967213	1	0.322655	1642470
1	0.478873	0.831477	4232630
1	0.430769	0.793556	4039590
1	0.466667	0.822332	4186070
0.0350877	1	0.152628	776953
1	0.492063	0.841009	4281150
0.0547945	1	0.213927	1088990
1	0.450704	0.80989	4122740
1	1	1	5090490
1	0.460317	0.81745	4161220
1	0.422222	0.786272	4002510
1	0.165854	0.463835	2361150
1	1	1	5090490
1	0.452055	0.810965	4128210
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.492537	0.841345	4282860
0.0735294	1	0.265446	1351250
1	1	1	5090490
1	0.446154	0.806241	4104160
0.107306	1	0.34682	1765490
1	1	1	5090490
0.0441176	1	0.181804	925473
1	0.489362	0.839086	4271360
0.0549451	1	0.214364	1091220
1	1	1	5090490
1	0.471429	0.825937	4204430
1	1	1	5090490
0.0138889	1	0.073287	373067
1	1	1	5090490
1	1	1	5090490
1	0.484375	0.835496	4253090
1	0.486842	0.837279	4262160
1	0.46988	0.82477	4198480
1	0.41791	0.782532	3983470
1	0.22435	0.559652	2848900
1	1	1	5090490
1	0.47561	0.829063	4220340
1	0.48	0.832305	4236840
1	1	1	5090490
1	0.494118	0.842462	4288540
1	1	1	5090490
0.106667	1	0.345392	1758210
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.492958	0.841642	4284370
0.0769231	1	0.274227	1395950
0.0769231	1	0.274227	1395950
1	0.396825	0.763595	3887070
1	1	1	5090490
1	0.482143	0.833873	4244820
1	1	1	5090490
0.074746	1	0.268612	1367370
1	1	1	5090490
0.0882353	1	0.302448	1539610
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.452381	0.811223	4129530
1	0.444444	0.804858	4097120
0.0289855	0.449275	0.0695541	354064
0.0588235	0.455882	0.123859	630502
0.0634921	1	0.23853	1214230
0.115385	0.487179	0.218028	1109870
1	1	1	5090490
1	0.459016	0.816438	4156070
1	1	1	5090490
1	0.447761	0.807535	4110750
1	1	1	5090490
1	1	1	5090490
1	0.470588	0.825304	4201200
0.0416667	0.444444	0.0923886	470303
0.074746	1	0.268612	1367370
1	0.493333	0.841908	4285720
1	1	1	5090490
0.0666667	1	0.247203	1258390
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.43662	0.798443	4064470
1	1	1	5090490
0.205128	1	0.530076	2698350
0.101633	1	0.334006	1700260
0.025641	0.461538	0.0643403	327523
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.45098	0.81011	4123860
1	0.484375	0.835496	4253090
1	1	1	5090490
0.057971	0.463768	0.124107	631763
1	1	1	5090490
0.047619	1	0.192596	980410
1	0.493151	0.841779	4285070
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.477612	0.830546	4227890
0.182796	1	0.493436	2511830
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.144731	1	0.424478	2160800
1	1	1	5090490
1	0.498208	0.845328	4303140
1	0.479452	0.831903	4234790
1	0.465753	0.821635	4182530
1	0.485294	0.836162	4256470
1	1	1	5090490
1	1	1	5090490
