ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
1	0.472222	0.826533	4207460
1	0.459016	0.816438	4156070
1	1	1	5090490
0.84375	1	0.987102	5024840
0.833333	0.3125	0.6108	3109270
0.981132	0.377358	0.73811	3757340
0.865385	1	0.990503	5042150
1	1	1	5090490
1	0.492308	0.841182	4282030
0.603175	1	0.908109	4622720
0.590164	1	0.90139	4588520
0.622951	1	0.917786	4671980
0.491803	1	0.840824	4280210
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.484848	0.835839	4254830
0.826667	1	0.984026	5009170
1	0.460317	0.81745	4161220
0.76	0.46	0.717018	3649970
0.595631	0.761038	0.81195	4133220
0.191613	0.538624	0.337593	1718510
1	1	1	5090490
0.528275	0.707772	0.741728	3775760
0.842087	0.179843	0.4373	2226070
0.584576	0.176864	0.338008	1720630
0.716259	0.111769	0.282199	1436530
0.36009	0.107783	0.164912	839483
0.498981	0.107783	0.210976	1073970
0.842734	0.0840691	0.258398	1315370
0.82111	0.138261	0.36053	1835280
1	0.0873743	0.300354	1528950
0.443112	0.132565	0.22525	1146630
1	0.502621	0.848384	4318690
0.239129	0.646562	0.443247	2256350
0.0983842	0.659149	0.242258	1233210
0.572781	0.522269	0.660162	3360550
0.00677443	0.815776	0.0342539	174369
0.324178	0.815776	0.616205	3136790
0.0494501	0.481175	0.112744	573924
0.0809989	0.635968	0.204296	1039960
0.0859465	0.358349	0.137987	702423
0.0361423	0.358349	0.0692459	352496
1	1	1	5090490
0.542528	1	0.874292	4450580
0.21162	1	0.540258	2750180
0.0500682	0.806017	0.169899	864868
0.158928	0.808592	0.392176	1996370
0.147271	1	0.429365	2185680
0.672361	1	0.939261	4781300
0.625248	1	0.918869	4677490
0.396027	1	0.762856	3883310
0.537295	1	0.871067	4434160
0.696002	0.831139	0.895109	4556540
0.394583	0.670084	0.616134	3136420
0.181811	0.671974	0.379019	1929390
0.867903	0.671974	0.897681	4569640
0.59621	0.490558	0.652038	3319190
0.135263	0.490558	0.246356	1254070
0.321464	0.643136	0.532631	2711360
0.0166057	0.813751	0.071674	364856
0.6244	0.813751	0.852127	4337740
0.873585	0.577466	0.849649	4325130
0.241124	0.775546	0.500538	2547980
0.319427	0.775546	0.593417	3020780
0.533935	0.778923	0.780769	3974500
0.466355	0.778923	0.731105	3721680
0.6361	0.772413	0.84049	4278510
0.646092	0.773182	0.846259	4307870
0.319596	0.578262	0.496848	2529200
0.671429	0.485714	0.691537	3520260
1	0.237968	0.579599	2950440
0.1875	1	0.501371	2552220
0.90625	1	0.995461	5067390
0.645688	1	0.928137	4724670
0.482517	1	0.834146	4246210
0.645688	1	0.928137	4724670
1	1	1	5090490
1	1	1	5090490
0.821053	1	0.982938	5003640
0.347368	1	0.714665	3638000
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.254415	0.711194	0.490271	2495720
0.759108	1	0.968327	4929260
0.80588	1	0.979805	4987690
0.869565	0.478261	0.780755	3974430
0.507246	0.478261	0.586199	2984040
0.555808	0.7361	0.774779	3944010
1	1	1	5090490
0.42718	1	0.790518	4024120
0.753348	0.746958	0.886269	4511540
0.742489	0.752051	0.883762	4498780
1	1	1	5090490
0.711864	1	0.953804	4855330
1	1	1	5090490
1	0.485294	0.836162	4256470
0.695652	0.456522	0.681853	3470970
1	1	1	5090490
1	0.47541	0.828914	4219580
0.688312	0.493506	0.706457	3596210
0.00678426	1	0.0406591	206975
0.818182	1	0.982367	5000730
0.638554	0.457831	0.651883	3318410
1	1	1	5090490
0.821918	1	0.983108	5004500
1	0.252621	0.600193	3055280
1	1	1	5090490
0.105263	0.447368	0.190987	972217
0.605263	0.447368	0.624534	3179190
1	0.490196	0.839681	4274390
1	0.0969271	0.323135	1644920
1	0.492754	0.841498	4283640
0.74359	1	0.96389	4906670
0.674775	0.493919	0.699483	3560710
0.87037	0.425926	0.738582	3759740
1	1	1	5090490
0.462687	1	0.819282	4170550
1	0.472222	0.826533	4207460
0.0923077	1	0.312243	1589470
0.652174	1	0.930942	4738950
1	1	1	5090490
0.65139	1	0.930606	4737240
0.854545	1	0.988868	5033820
1	0.0148813	0.0774965	394495
1	0.487909	0.838045	4266060
0.491667	1	0.840728	4279720
0.967742	1	0.999474	5087810
1	1	1	5090490
0.934426	0.47541	0.804688	4096260
0.660714	1	0.934537	4757250
0.0104822	1	0.0582608	296576
0.772671	1	0.971944	4947670
0.705128	0.461538	0.690776	3516390
0.135593	0.474576	0.240887	1226230
1	0.0116028	0.0633109	322284
1	0.485714	0.836465	4258020
0.842105	1	0.986821	5023400
0.0963855	1	0.32187	1638480
1	1	1	5090490
0.942029	0.478261	0.809756	4122050
0.57377	1	0.892515	4543340
0.746479	0.422535	0.67936	3458280
0.809524	1	0.980584	4991650
0.597533	1	0.90523	4608070
0.863014	1	0.990157	5040390
0.802817	1	0.979138	4984300
0.859375	0.4375	0.743768	3786140
0.961039	0.493506	0.828072	4215290
0.00391236	1	0.025601	130322
1	1	1	5090490
1	1	1	5090490
0.458333	1	0.815906	4153360
0.84058	0.463768	0.757071	3853860
1	0.241071	0.584035	2973020
0.0004662	1	0.00404238	20577.7
1	0.178571	0.486208	2475040
0.859375	1	0.989613	5037620
0.915493	0.478873	0.799919	4071980
0.813559	0.491525	0.766411	3901410
1	0.4375	0.799172	4068180
0.865385	1	0.990503	5042150
0.655738	0.459016	0.662387	3371880
1	1	1	5090490
0.871429	0.457143	0.765017	3894310
1	0.493333	0.841908	4285720
0.804918	1	0.979597	4986630
0.776786	1	0.972995	4953020
0.684211	0.486842	0.699284	3559700
1	1	1	5090490
0.696327	1	0.948353	4827580
0.696514	0.0999658	0.255157	1298870
1	1	1	5090490
1	0.415385	0.780321	3972220
1	1	1	5090490
0.503836	1	0.849218	4322940
1	0.404255	0.770393	3921680
1	0.436364	0.798231	4063390
1	0.439394	0.800733	4076130
1	0.486486	0.837022	4260860
0.625	0.482143	0.662801	3373980
0.72549	0.411765	0.659662	3358000
1	1	1	5090490
0.590909	1	0.901782	4590510
0.716895	0.226408	0.457431	2328550
1	0.239726	0.582117	2963260
0.678571	1	0.941698	4793710
0.857143	1	0.989272	5035880
1	0.390625	0.757815	3857650
0.821918	0.356164	0.65236	3320830
1	1	1	5090490
0.859649	1	0.989655	5037830
0.0847458	1	0.293907	1496130
1	0.220674	0.554127	2820780
0.741379	0.482759	0.72565	3693920
1	0.47541	0.828914	4219580
0.826087	1	0.983915	5008610
1	0.465517	0.821455	4181610
0.378049	1	0.745789	3796430
0.45641	1	0.814402	4145700
0.628049	1	0.920178	4684160
0.531205	1	0.867249	4414720
1	1	1	5090490
1	1	1	5090490
0.371069	0.227114	0.292743	1490210
1	0.473684	0.827628	4213030
0.705882	1	0.951746	4844850
0.589202	1	0.900882	4585930
1	0.483871	0.835131	4251230
1	0.481928	0.833716	4244020
0.893333	1	0.994097	5060440
1	0.436364	0.798231	4063390
1	0.464286	0.820511	4176810
1	1	1	5090490
0.627119	1	0.919744	4681950
1	0.491558	0.840651	4279320
1	0.493506	0.84203	4286350
1	1	1	5090490
0.484699	1	0.835732	4254280
0.757576	0.469697	0.723511	3683030
0.7875	1	0.975627	4966420
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.216471	0.547736	2788240
1	0.481928	0.833716	4244020
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.80597	1	0.979825	4987790
1	0.41791	0.782532	3983470
1	1	1	5090490
0.819444	1	0.982619	5002010
1	1	1	5090490
0.941176	1	0.998235	5081510
1	1	1	5090490
1	0.344498	0.711618	3622480
1	0.446154	0.806241	4104160
1	0.166411	0.464834	2366230
1	1	1	5090490
0.579239	0.775021	0.808467	4115490
1	0.479452	0.831903	4234790
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.445783	0.805941	4102640
1	1	1	5090490
1	0.457627	0.815355	4150550
1	1	1	5090490
0.833333	1	0.985268	5015500
0.811594	0.449275	0.732494	3728760
1	0.4375	0.799172	4068180
0.712121	1	0.953891	4855780
1	1	1	5090490
1	0.482143	0.833873	4244820
1	0.468085	0.823411	4191570
0.910448	1	0.995865	5069440
1	1	1	5090490
0.820513	0.487179	0.766275	3900720
1	0.4	0.766516	3901940
1	1	1	5090490
1	0.431818	0.794438	4044080
0.794118	0.485294	0.75285	3832380
0.657143	0.485714	0.683688	3480310
1	0.0202815	0.0993397	505688
1	0.492332	0.8412	4282120
0.757866	1	0.967983	4927510
0.782609	0.463768	0.730795	3720110
1	1	1	5090490
0.588235	1	0.90037	4583320
0.788732	1	0.975921	4967920
0.838235	1	0.986147	5019970
0.723077	0.476923	0.711995	3624410
0.388578	1	0.755886	3847830
0.87931	1	0.992405	5051830
0.73773	1	0.962131	4897720
0.814815	0.444444	0.729974	3715930
1	1	1	5090490
0.671233	0.479452	0.686692	3495600
0.625	1	0.918752	4676900
1	0.185616	0.498207	2536120
1	0.432836	0.795291	4048420
1	0.457627	0.815355	4150550
1	1	1	5090490
1	0.454545	0.812935	4138240
1	1	1	5090490
0.590909	1	0.901782	4590510
0.0151515	1	0.0786311	400271
1	1	1	5090490
0.593985	1	0.903392	4598710
0.751515	1	0.966196	4918410
0.926471	1	0.997228	5076380
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.752157	0.216471	0.458356	2333260
0.847826	1	0.987785	5028310
1	1	1	5090490
0.755814	1	0.967412	4924600
1	0.234099	0.574014	2922010
1	1	1	5090490
0.793651	1	0.977073	4973780
1	0.41791	0.782532	3983470
0.447939	1	0.807678	4111480
1	1	1	5090490
1	0.486486	0.837022	4260860
0.776119	1	0.972826	4952160
0.790698	0.453488	0.726333	3697390
1	1	1	5090490
1	0.390625	0.757815	3857650
1	1	1	5090490
0.0925926	1	0.312921	1592920
1	1	1	5090490
1	0.220923	0.554504	2822700
1	0.0148114	0.0772022	392997
0.855422	1	0.989005	5034520
0.864198	1	0.990331	5041270
0.53125	1	0.867278	4414870
1	1	1	5090490
0.666667	0.463768	0.672104	3421340
1	1	1	5090490
1	0.478261	0.831026	4230330
0.423369	0.207673	0.301688	1535740
0.207387	0.599337	0.383461	1952000
1	0.441204	0.802218	4083680
0.176562	0.603351	0.345083	1756640
0.293764	0.43171	0.388703	1978690
0.165157	0.620788	0.336047	1710640
0.646163	0.460209	0.658014	3349620
0.356678	0.628865	0.55958	2848540
0.0831351	1	0.289916	1475810
0.0240861	1	0.113834	579469
0.0877084	1	0.301168	1533090
0.152155	1	0.438641	2232900
0.020983	1	0.102062	519546
0.0674292	1	0.249264	1268880
0.0249146	1	0.116907	595113
0.0200958	1	0.0986149	501998
0.110405	1	0.353694	1800480
0.0489466	1	0.19662	1000890
0.0514556	1	0.204126	1039100
0.094741	0.831303	0.278913	1419800
0.124553	1	0.384	1954750
0.0621631	0.524591	0.144239	734248
0.0138223	0.524021	0.0429354	218562
0.047794	0.722004	0.15068	767033
0.0360541	0.549486	0.097501	496328
0.334839	0.56711	0.505357	2572510
0.0185267	0.640417	0.0644755	328212
0.0338393	0.490916	0.0846829	431078
0.0104778	0.638118	0.0401681	204475
0.00109401	0.638584	0.00577504	29397.8
0.0293842	0.487303	0.07512	382398
0.00164645	0.638408	0.00825951	42045
0.0138972	0.48379	0.0403545	205424
0.00932437	0.475461	0.028456	144855
0.0509952	0.475461	0.11443	582504
0.0270234	0.633718	0.0867769	441737
0.0089278	0.633718	0.0349349	177836
0.0774549	0.633718	0.197036	1003010
0.0238374	0.809966	0.0955194	486240
0.14145	0.809966	0.362793	1846790
0.87497	0.623872	0.876326	4460930
0.0622985	0.828112	0.204525	1041130
0.655796	0.841617	0.879961	4479430
0.463341	0.679832	0.678876	3455810
0.357497	0.688179	0.591027	3008620
0.0841207	0.83883	0.257643	1311530
0.0126587	0.840015	0.0589495	300082
0.026045	0.840015	0.105502	537059
0.025208	0.840015	0.102804	523321
0.0149718	1	0.077877	396432
3.22197e-05	1	0.000365466	1860.4
0.0889618	1	0.304209	1548570
0.00852421	1	0.0491407	250151
0.092433	1	0.312541	1590990
0.184471	1	0.496276	2526290
0.0549107	1	0.214264	1090710
0.165477	0.84513	0.41496	2112350
0.145181	1	0.425347	2165220
0.229999	0.702929	0.45627	2322640
0.747077	0.472602	0.720647	3668450
0.193512	0.696138	0.404756	2060410
0.0198804	0.701659	0.073545	374380
0.0226859	1	0.108575	552699
0.791301	1	0.976526	4971000
0.194727	1	0.513331	2613110
0.0859715	0.714096	0.232705	1184580
0.717369	0.446827	0.685234	3488180
0.569557	0.451962	0.606749	3088650
0.00120875	0.451962	0.00465036	23672.6
0.37595	0.852582	0.68522	3488110
1	0.596716	0.904809	4605920
1	0.683133	0.943451	4802630
0.460394	0.316668	0.426526	2171220
0.632043	1	0.922023	4693550
0.416141	1	0.780985	3975600
0.0152655	1	0.0791081	402699
0.827606	0.825333	0.94342	4802470
0.824051	0.805403	0.935765	4763500
0.684683	1	0.94404	4805630
0.739538	1	0.962679	4900510
0.89125	1	0.99386	5059230
0.82862	1	0.984395	5011060
0.642352	1	0.926669	4717200
0.663424	1	0.935654	4762940
1	1	1	5090490
0.681717	1	0.94291	4799880
1	1	1	5090490
0.520632	1	0.860455	4380140
1	1	1	5090490
0.75	1	0.965762	4916200
0.757576	1	0.967903	4927100
0.661972	1	0.935057	4759900
0.825397	1	0.983783	5007940
0.702703	0.445946	0.676992	3446220
0.71831	0.464789	0.700118	3563950
1	1	1	5090490
0.142857	0.469388	0.248255	1263740
0.0943396	0.490566	0.1885	959557
0.0892857	1	0.304992	1552560
1	1	1	5090490
1	0.466667	0.822332	4186070
1	1	1	5090490
0.857143	0.444444	0.748602	3810750
1	0.481481	0.83339	4242370
1	1	1	5090490
1	0.473684	0.827628	4213030
1	0.459016	0.816438	4156070
1	0.491803	0.840824	4280210
0.921053	0.486842	0.808054	4113390
0.78125	0.375	0.652643	3322280
1	0.484375	0.835496	4253090
1	0.155556	0.445006	2265300
1	0.482759	0.834322	4247110
1	1	1	5090490
1	0.475	0.828609	4218030
1	1	1	5090490
1	0.424242	0.788009	4011350
1	0.428571	0.791699	4030140
1	0.47541	0.828914	4219580
1	1	1	5090490
1	0.493151	0.841779	4285070
1	0.428571	0.791699	4030140
0.00226244	1	0.0160437	81670.2
1	1	1	5090490
1	1	1	5090490
0.805195	1	0.979657	4986940
1	1	1	5090490
1	0.416667	0.781445	3977940
1	1	1	5090490
0.224917	0.275062	0.234026	1191310
0.833456	0.305497	0.602934	3069230
1	0.122807	0.380351	1936170
0.0923077	1	0.312243	1589470
1	0.482759	0.834322	4247110
0.740807	1	0.96306	4902450
1	0.479452	0.831903	4234790
0.000452284	1	0.00393541	20033.2
1	0.494054	0.842417	4288310
0.0694444	0.458333	0.141555	720582
1	1	1	5090490
0.932203	0.474576	0.803197	4088660
1	1	1	5090490
1	0.492063	0.841009	4281150
0.708333	0.458333	0.689887	3511860
1	0.425532	0.789113	4016970
1	1	1	5090490
1	0.233333	0.5729	2916340
1	1	1	5090490
1	0.462963	0.819495	4171630
1	1	1	5090490
1	0.381818	0.749437	3815000
1	1	1	5090490
0.526882	1	0.864497	4400710
0.71275	1	0.954105	4856860
0.429563	1	0.792539	4034410
0.0634921	1	0.23853	1214230
0.714286	0.387755	0.632554	3220010
1	0.340426	0.707254	3600270
0.713805	0.115152	0.287574	1463890
0.685714	0.457143	0.677111	3446830
1	0.489796	0.839396	4272940
0.731173	1	0.960107	4887420
0.921053	0.421053	0.755161	3844140
1	1	1	5090490
0.806452	1	0.979929	4988320
0.8	1	0.978515	4981120
0.6	1	0.906495	4614510
0.888889	1	0.993585	5057840
1	0.204126	0.528487	2690260
1	1	1	5090490
1	0.445946	0.806073	4103310
0.487044	1	0.837424	4262900
0.640404	1	0.925804	4712800
0.454114	1	0.812595	4136510
1	1	1	5090490
1	1	1	5090490
0.526921	1	0.864522	4400840
0.461585	1	0.818431	4166220
0.723497	1	0.957663	4874980
0.842105	1	0.986821	5023400
1	0.431034	0.793779	4040720
0.863636	1	0.990248	5040850
0.686112	0.255406	0.480433	2445640
0.676289	0.255406	0.476045	2423300
1	1	1	5090490
1	0.469388	0.824398	4196590
1	1	1	5090490
1	1	1	5090490
0.588462	0.492308	0.648617	3301780
1	1	1	5090490
1	0.465116	0.821148	4180050
1	0.24513	0.589774	3002240
1	0.446809	0.806769	4106850
1	1	1	5090490
1	1	1	5090490
0.709091	0.472727	0.70159	3571440
1	0.489362	0.839086	4271360
0.75	0.392857	0.654694	3332710
1	0.238384	0.580196	2953480
1	1	1	5090490
1	0.454545	0.812935	4138240
0.72327	1	0.95759	4874600
1	1	1	5090490
0.982456	1	0.999845	5089700
1	1	1	5090490
1	1	1	5090490
1	0.493506	0.84203	4286350
0.593628	1	0.903206	4597760
1	0.494293	0.842585	4289170
1	1	1	5090490
1	1	1	5090490
1	0.443038	0.803715	4091300
1	0.442308	0.80312	4088270
0.891892	0.472973	0.785943	4000840
1	0.491525	0.840627	4279210
0.310345	1	0.67347	3428290
0.0015361	1	0.0114877	58478.2
0.848485	0.484848	0.776789	3954240
1	1	1	5090490
1	1	1	5090490
0.888889	1	0.993585	5057840
1	1	1	5090490
1	0.425926	0.789449	4018680
1	1	1	5090490
0.130952	0.488095	0.2397	1220190
0.821429	0.482143	0.762874	3883400
1	1	1	5090490
1	1	1	5090490
1	0.423729	0.787568	4009110
1	1	1	5090490
0.758065	1	0.968038	4927790
0.508475	1	0.852376	4339010
1	0.498539	0.845559	4304310
1	1	1	5090490
1	1	1	5090490
0.768218	0.231782	0.485325	2470540
1	1	1	5090490
0.863014	1	0.990157	5040390
1	1	1	5090490
0.753623	1	0.966795	4921460
1	0.412698	0.777952	3960160
1	0.481013	0.833047	4240620
1	1	1	5090490
0.525183	1	0.863405	4395160
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.492537	0.841345	4282860
1	1	1	5090490
0.289027	1	0.647777	3297500
1	0.480769	0.832869	4239710
1	0.492308	0.841182	4282030
0.714588	1	0.954725	4860020
0.564723	1	0.887417	4517390
0.578947	0.486842	0.638787	3251740
1	0.484375	0.835496	4253090
1	1	1	5090490
0.633333	0.483333	0.668488	3402930
0.870968	0.403226	0.718692	3658500
0.765625	0.484375	0.738717	3760430
0.719298	1	0.956292	4868000
1	0.40625	0.772195	3930850
1	1	1	5090490
0.647059	1	0.928735	4727720
0.676471	1	0.94088	4789540
1	1	1	5090490
0.794118	1	0.977181	4974330
0.823529	1	0.983423	5006100
0.823529	1	0.983423	5006100
0.705882	1	0.951746	4844850
0.823529	1	0.983423	5006100
1	1	1	5090490
0.692437	1	0.946934	4820360
0.635749	1	0.923712	4702150
1	1	1	5090490
0.669565	1	0.938146	4775620
0.533333	1	0.868591	4421560
0.631279	1	0.921672	4691760
0.766234	0.467532	0.725991	3695650
0.806452	1	0.979929	4988320
0.783784	1	0.974731	4961860
1	0.490196	0.839681	4274390
0.875	0.479167	0.783717	3989500
0.734694	0.44898	0.695706	3541490
1	1	1	5090490
0.888889	0.486111	0.794673	4045280
0.824561	1	0.983622	5007120
1	0.0056561	0.0349266	177793
0.816901	1	0.982109	4999420
0.5	0.46875	0.574414	2924050
1	1	1	5090490
0.675676	0.445946	0.662772	3373830
1	0.491803	0.840824	4280210
0.916667	1	0.996427	5072300
1	1	1	5090490
0.893617	0.425532	0.747936	3807360
0.84058	1	0.986558	5022060
0.835443	0.455696	0.748367	3809550
1	1	1	5090490
1	1	1	5090490
1	0.493333	0.841908	4285720
1	0.486486	0.837022	4260860
0.0735294	0.426471	0.139929	712306
1	0.46875	0.823915	4194130
0.514066	0.23913	0.380606	1937470
1	1	1	5090490
1	1	1	5090490
0.875	0.464286	0.772195	3930850
0.793651	1	0.977073	4973780
1	0.484375	0.835496	4253090
0.774459	0.075979	0.225537	1148100
1	1	1	5090490
0.61194	0.447761	0.628732	3200550
1	1	1	5090490
0.909091	1	0.995737	5068790
1	1	1	5090490
0.692036	1	0.946787	4819610
0.731935	1	0.960345	4888630
0.720942	1	0.956832	4870740
0.759036	1	0.968307	4929160
0.887324	0.394366	0.717365	3651740
1	0.428571	0.791699	4030140
0.864407	1	0.990361	5041420
0.969231	1	0.999522	5088060
1	1	1	5090490
0.826923	0.461538	0.749281	3814210
1	1	1	5090490
0.809524	1	0.980584	4991650
1	0.4375	0.799172	4068180
1	0.492754	0.841498	4283640
0.727273	0.454545	0.6965	3545520
1	1	1	5090490
1	1	1	5090490
0.395102	1	0.761998	3878950
1	1	1	5090490
1	1	1	5090490
0.82	1	0.98273	5002580
1	1	1	5090490
0.836937	1	0.985917	5018800
1	0.428571	0.791699	4030140
1	0.47561	0.829063	4220340
0.609375	0.453125	0.631468	3214480
1	0.495122	0.843169	4292140
1	1	1	5090490
1	0.495032	0.843105	4291820
1	0.478261	0.831026	4230330
1	1	1	5090490
1	0.018094	0.0906905	461659
1	0.471698	0.82614	4205460
1	0.470588	0.825304	4201200
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.741935	1	0.963398	4904170
0.0877193	0.403509	0.153658	782194
0.671642	0.41791	0.637303	3244180
1	1	1	5090490
0.903226	1	0.995159	5065850
0.0625	1	0.235787	1200270
0.729925	0.600333	0.799749	4071110
0.552792	1	0.880472	4482040
0.653247	1	0.931399	4741280
0.54023	1	0.872882	4443400
1	0.357143	0.724864	3689910
0.790587	0.500264	0.76237	3880840
1	1	1	5090490
0.676891	1	0.941044	4790380
0.782609	1	0.974444	4960400
1	1	1	5090490
1	0.369565	0.737441	3753940
0.893333	1	0.994097	5060440
0.816901	1	0.982109	4999420
0.80303	0.484848	0.756613	3851530
1	1	1	5090490
1	0.484848	0.835839	4254830
1	0.462687	0.819282	4170550
1	1	1	5090490
0.92	1	0.996711	5073750
0.821429	0.446429	0.734587	3739410
1	0.45283	0.81158	4131340
1	0.470588	0.825304	4201200
1	0.480769	0.832869	4239710
1	1	1	5090490
1	1	1	5090490
1	0.471698	0.82614	4205460
0.105263	1	0.342241	1742180
0.730435	1	0.959876	4886240
0.859375	0.484375	0.781089	3976130
0.785714	1	0.975199	4964240
1	1	1	5090490
1	0.464286	0.820511	4176810
0.766387	1	0.970298	4939290
0.831243	1	0.984884	5013540
1	1	1	5090490
1	0.208772	0.535816	2727570
0.756803	0.537415	0.772615	3932990
1	0.396825	0.763595	3887070
1	1	1	5090490
0.681818	1	0.942949	4800070
1	0.493333	0.841908	4285720
0.728385	0.614237	0.807245	4109280
0.732143	1	0.96041	4888960
0.0597015	1	0.227964	1160450
0.683333	1	0.943528	4803020
0.7	1	0.949672	4834300
0.87931	1	0.992405	5051830
0.854545	0.436364	0.740738	3770720
0.549107	1	0.878276	4470860
0.949405	1	0.998698	5083860
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.390244	0.757457	3855830
0.80597	1	0.979825	4987790
0.02	1	0.0982405	500092
1	1	1	5090490
0.126984	0.492063	0.235743	1200050
1	1	1	5090490
1	0.494048	0.842412	4288290
0.774802	1	0.972491	4950460
0.764706	0.485294	0.738973	3761730
1	1	1	5090490
1	0.439394	0.800733	4076130
1	0.413043	0.778258	3961710
0.653061	1	0.93132	4740880
0.458657	0.761814	0.716819	3648960
0.0305862	0.421922	0.0690435	351465
0.182186	0.25797	0.190704	970775
0.0887617	0.361335	0.142395	724860
0.101952	0.48976	0.199583	1015980
0.295322	0.812831	0.582575	2965590
0.804584	0.22921	0.496187	2525830
1	0.483871	0.835131	4251230
1	0.484375	0.835496	4253090
1	0.494118	0.842462	4288540
1	1	1	5090490
1	0.482759	0.834322	4247110
0.8	0.4	0.684619	3485050
1	1	1	5090490
1	1	1	5090490
1	0.472973	0.827096	4210320
0.894737	1	0.994255	5061240
1	0.442308	0.80312	4088270
1	0.477273	0.830296	4226610
0.683333	1	0.943528	4803020
0.652037	1	0.930883	4738650
0.648649	1	0.929425	4731230
1	1	1	5090490
0.6875	0.395833	0.626308	3188210
1	0.425926	0.789449	4018680
0.73043	1	0.959874	4886230
0.809199	1	0.980515	4991300
1	0.418605	0.783137	3986550
0.853659	1	0.988728	5033110
0.672414	1	0.939282	4781410
0.833333	0.479167	0.765879	3898700
0.76087	1	0.96881	4931720
0.698113	1	0.948997	4830860
0.795455	1	0.977488	4975890
0.815789	0.447368	0.732826	3730450
1	1	1	5090490
1	0.478873	0.831477	4232630
0.556962	1	0.882929	4494540
1	0.502304	0.848165	4317580
